#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
ENA|OZ210028|OZ210028.1	490000	500000	0.470500	0.529500	2372	2653	2642	2333	0	0	10000
ENA|OZ210028|OZ210028.1	500000	510000	0.485100	0.514900	2644	2611	2538	2207	0	0	10000
ENA|OZ210028|OZ210028.1	510000	520000	0.478600	0.521400	2321	2462	2752	2465	0	0	10000
ENA|OZ210028|OZ210028.1	520000	530000	0.473400	0.526600	2249	2621	2645	2485	0	0	10000
ENA|OZ210028|OZ210028.1	530000	540000	0.488900	0.511100	2544	2574	2537	2345	0	0	10000
ENA|OZ210028|OZ210028.1	540000	550000	0.460300	0.539700	2368	2709	2688	2235	0	0	10000
ENA|OZ210028|OZ210028.1	550000	560000	0.487900	0.512100	2392	2575	2546	2487	0	0	10000
ENA|OZ210028|OZ210028.1	560000	570000	0.463400	0.536600	2433	2717	2649	2201	0	0	10000
ENA|OZ210028|OZ210028.1	570000	580000	0.480700	0.519300	2180	2499	2694	2627	0	0	10000
ENA|OZ210028|OZ210028.1	580000	590000	0.475400	0.524600	2316	2722	2524	2438	0	0	10000
ENA|OZ210028|OZ210028.1	590000	600000	0.488700	0.511300	2498	2459	2654	2389	0	0	10000
ENA|OZ210028|OZ210028.1	600000	610000	0.461000	0.539000	2509	2763	2627	2101	0	0	10000
ENA|OZ210028|OZ210028.1	610000	620000	0.472700	0.527300	2218	2494	2779	2509	0	0	10000
ENA|OZ210028|OZ210028.1	620000	630000	0.456700	0.543300	2397	2703	2730	2170	0	0	10000
ENA|OZ210028|OZ210028.1	630000	640000	0.479200	0.520800	2339	2624	2584	2453	0	0	10000
ENA|OZ210028|OZ210028.1	640000	650000	0.493900	0.506100	2433	2603	2458	2506	0	0	10000
ENA|OZ210028|OZ210028.1	650000	660000	0.483200	0.516800	2421	2573	2595	2411	0	0	10000
ENA|OZ210028|OZ210028.1	660000	670000	0.463200	0.536800	2164	2767	2601	2468	0	0	10000
ENA|OZ210028|OZ210028.1	670000	680000	0.469400	0.530600	2298	2705	2601	2396	0	0	10000
ENA|OZ210028|OZ210028.1	680000	690000	0.483800	0.516200	2491	2516	2646	2347	0	0	10000
ENA|OZ210028|OZ210028.1	690000	700000	0.452400	0.547600	2250	2749	2727	2274	0	0	10000
ENA|OZ210028|OZ210028.1	700000	710000	0.460000	0.540000	2316	2703	2697	2284	0	0	10000
ENA|OZ210028|OZ210028.1	710000	720000	0.477300	0.522700	2436	2619	2608	2337	0	0	10000
ENA|OZ210028|OZ210028.1	720000	730000	0.454600	0.545400	2261	2770	2684	2285	0	0	10000
ENA|OZ210028|OZ210028.1	730000	740000	0.466400	0.533600	2307	2725	2611	2357	0	0	10000
ENA|OZ210028|OZ210028.1	740000	750000	0.470800	0.529200	2415	2713	2579	2293	0	0	10000
ENA|OZ210028|OZ210028.1	750000	760000	0.472000	0.528000	2445	2616	2664	2275	0	0	10000
ENA|OZ210028|OZ210028.1	760000	770000	0.473700	0.526300	2379	2580	2683	2358	0	0	10000
ENA|OZ210028|OZ210028.1	770000	780000	0.507600	0.492400	2633	2482	2442	2443	0	0	10000
ENA|OZ210028|OZ210028.1	780000	790000	0.467300	0.532700	2399	2611	2716	2274	0	0	10000
ENA|OZ210028|OZ210028.1	790000	800000	0.474400	0.525600	2358	2481	2775	2386	0	0	10000
ENA|OZ210028|OZ210028.1	800000	810000	0.486200	0.513800	2364	2419	2719	2498	0	0	10000
ENA|OZ210028|OZ210028.1	810000	820000	0.484300	0.515700	2485	2666	2491	2358	0	0	10000
ENA|OZ210028|OZ210028.1	820000	830000	0.470600	0.529400	2335	2676	2618	2371	0	0	10000
ENA|OZ210028|OZ210028.1	830000	840000	0.474400	0.525600	2203	2700	2556	2541	0	0	10000
ENA|OZ210028|OZ210028.1	840000	850000	0.476100	0.523900	2348	2685	2554	2413	0	0	10000
ENA|OZ210028|OZ210028.1	850000	860000	0.482000	0.518000	2286	2630	2550	2534	0	0	10000
ENA|OZ210028|OZ210028.1	860000	870000	0.489400	0.510600	2233	2527	2579	2661	0	0	10000
ENA|OZ210028|OZ210028.1	870000	880000	0.471900	0.528100	2338	2677	2604	2381	0	0	10000
ENA|OZ210028|OZ210028.1	880000	890000	0.491700	0.508300	2511	2680	2403	2406	0	0	10000
ENA|OZ210028|OZ210028.1	890000	900000	0.473300	0.526700	2523	2643	2624	2210	0	0	10000
ENA|OZ210028|OZ210028.1	900000	910000	0.486500	0.513500	2369	2664	2471	2496	0	0	10000
ENA|OZ210028|OZ210028.1	910000	920000	0.467800	0.532200	2443	2748	2574	2235	0	0	10000
ENA|OZ210028|OZ210028.1	920000	930000	0.468800	0.531200	2416	2530	2782	2272	0	0	10000
ENA|OZ210028|OZ210028.1	930000	940000	0.489900	0.510100	2517	2544	2557	2382	0	0	10000
ENA|OZ210028|OZ210028.1	940000	950000	0.449400	0.550600	2345	2826	2680	2149	0	0	10000
ENA|OZ210028|OZ210028.1	950000	960000	0.491800	0.508200	2299	2605	2477	2619	0	0	10000
ENA|OZ210028|OZ210028.1	960000	970000	0.474700	0.525300	2469	2673	2580	2278	0	0	10000
ENA|OZ210028|OZ210028.1	970000	980000	0.484400	0.515600	2444	2687	2469	2400	0	0	10000
ENA|OZ210028|OZ210028.1	980000	990000	0.481100	0.518900	2468	2511	2678	2343	0	0	10000
ENA|OZ210028|OZ210028.1	990000	1000000	0.477100	0.522900	2459	2561	2668	2312	0	0	10000
ENA|OZ210028|OZ210028.1	1000000	1010000	0.469200	0.530800	2389	2617	2691	2303	0	0	10000
ENA|OZ210028|OZ210028.1	1010000	1020000	0.465400	0.534600	2345	2642	2704	2309	0	0	10000
ENA|OZ210028|OZ210028.1	1020000	1030000	0.456400	0.543600	2345	2717	2719	2219	0	0	10000
ENA|OZ210028|OZ210028.1	1030000	1040000	0.480100	0.519900	2491	2505	2694	2310	0	0	10000
ENA|OZ210028|OZ210028.1	1040000	1050000	0.483200	0.516800	2509	2596	2572	2323	0	0	10000
ENA|OZ210028|OZ210028.1	1050000	1060000	0.479000	0.521000	2348	2643	2567	2442	0	0	10000
ENA|OZ210028|OZ210028.1	1060000	1070000	0.479400	0.520600	2300	2574	2632	2494	0	0	10000
ENA|OZ210028|OZ210028.1	1070000	1080000	0.472500	0.527500	2241	2742	2533	2484	0	0	10000
ENA|OZ210028|OZ210028.1	1080000	1090000	0.482500	0.517500	2341	2524	2651	2484	0	0	10000
ENA|OZ210028|OZ210028.1	1090000	1100000	0.484000	0.516000	2387	2611	2549	2453	0	0	10000
ENA|OZ210028|OZ210028.1	1100000	1110000	0.491700	0.508300	2446	2561	2522	2471	0	0	10000
ENA|OZ210028|OZ210028.1	1110000	1120000	0.481400	0.518600	2305	2615	2571	2509	0	0	10000
ENA|OZ210028|OZ210028.1	1120000	1130000	0.471500	0.528500	2193	2596	2689	2522	0	0	10000
ENA|OZ210028|OZ210028.1	1130000	1140000	0.477600	0.522400	2195	2516	2708	2581	0	0	10000
ENA|OZ210028|OZ210028.1	1140000	1150000	0.474300	0.525700	2415	2682	2575	2328	0	0	10000
ENA|OZ210028|OZ210028.1	1150000	1160000	0.470000	0.530000	2241	2691	2609	2459	0	0	10000
ENA|OZ210028|OZ210028.1	1160000	1170000	0.472400	0.527600	2380	2681	2595	2344	0	0	10000
ENA|OZ210028|OZ210028.1	1170000	1180000	0.488400	0.511600	2425	2602	2514	2459	0	0	10000
ENA|OZ210028|OZ210028.1	1180000	1190000	0.479200	0.520800	2216	2551	2657	2576	0	0	10000
ENA|OZ210028|OZ210028.1	1190000	1200000	0.476600	0.523400	2386	2782	2452	2380	0	0	10000
ENA|OZ210028|OZ210028.1	1200000	1210000	0.481900	0.518100	2372	2579	2602	2447	0	0	10000
ENA|OZ210028|OZ210028.1	1210000	1220000	0.474600	0.525400	2251	2517	2737	2495	0	0	10000
ENA|OZ210028|OZ210028.1	1220000	1230000	0.473900	0.526100	2250	2731	2530	2489	0	0	10000
ENA|OZ210028|OZ210028.1	1230000	1240000	0.475400	0.524600	2361	2719	2527	2393	0	0	10000
ENA|OZ210028|OZ210028.1	1240000	1250000	0.471200	0.528800	2363	2679	2609	2349	0	0	10000
ENA|OZ210028|OZ210028.1	1250000	1260000	0.495300	0.504700	2614	2545	2502	2339	0	0	10000
ENA|OZ210028|OZ210028.1	1260000	1270000	0.466100	0.533900	2417	2568	2771	2244	0	0	10000
ENA|OZ210028|OZ210028.1	1270000	1280000	0.479800	0.520200	2444	2623	2579	2354	0	0	10000
ENA|OZ210028|OZ210028.1	1280000	1290000	0.469200	0.530800	2386	2628	2680	2306	0	0	10000
ENA|OZ210028|OZ210028.1	1290000	1300000	0.485900	0.514100	2260	2670	2471	2599	0	0	10000
ENA|OZ210028|OZ210028.1	1300000	1310000	0.470400	0.529600	2531	2626	2670	2173	0	0	10000
ENA|OZ210028|OZ210028.1	1310000	1320000	0.471000	0.529000	2371	2589	2701	2339	0	0	10000
ENA|OZ210028|OZ210028.1	1320000	1330000	0.481100	0.518900	2437	2597	2592	2374	0	0	10000
ENA|OZ210028|OZ210028.1	1330000	1340000	0.472600	0.527400	2205	2608	2666	2521	0	0	10000
ENA|OZ210028|OZ210028.1	1340000	1350000	0.488300	0.511700	2478	2464	2653	2405	0	0	10000
ENA|OZ210028|OZ210028.1	1350000	1360000	0.490800	0.509200	2571	2623	2469	2337	0	0	10000
ENA|OZ210028|OZ210028.1	1360000	1370000	0.470000	0.530000	2231	2506	2794	2469	0	0	10000
ENA|OZ210028|OZ210028.1	1370000	1380000	0.494900	0.505100	2522	2535	2516	2427	0	0	10000
ENA|OZ210028|OZ210028.1	1380000	1390000	0.478000	0.522000	2514	2613	2607	2266	0	0	10000
ENA|OZ210028|OZ210028.1	1390000	1400000	0.493800	0.506200	2423	2490	2572	2515	0	0	10000
ENA|OZ210028|OZ210028.1	1400000	1410000	0.481700	0.518300	2546	2625	2558	2271	0	0	10000
ENA|OZ210028|OZ210028.1	1410000	1420000	0.463500	0.536500	2225	2686	2679	2410	0	0	10000
ENA|OZ210028|OZ210028.1	1420000	1430000	0.498300	0.501700	2579	2554	2463	2404	0	0	10000
ENA|OZ210028|OZ210028.1	1430000	1440000	0.466000	0.534000	2294	2594	2746	2366	0	0	10000
ENA|OZ210028|OZ210028.1	1440000	1450000	0.496000	0.504000	2820	2597	2443	2140	0	0	10000
ENA|OZ210028|OZ210028.1	1450000	1460000	0.514000	0.486000	2200	2484	2376	2940	0	0	10000
ENA|OZ210028|OZ210028.1	1460000	1470000	0.471800	0.528200	2373	2669	2613	2345	0	0	10000
ENA|OZ210028|OZ210028.1	1470000	1480000	0.484700	0.515300	2418	2569	2584	2429	0	0	10000
ENA|OZ210028|OZ210028.1	1480000	1490000	0.503000	0.497000	2524	2419	2551	2506	0	0	10000
ENA|OZ210028|OZ210028.1	1490000	1500000	0.476300	0.523700	2233	2563	2674	2530	0	0	10000
ENA|OZ210028|OZ210028.1	1500000	1510000	0.481600	0.518400	2413	2708	2476	2403	0	0	10000
ENA|OZ210028|OZ210028.1	1510000	1520000	0.487600	0.512400	2469	2523	2601	2407	0	0	10000
ENA|OZ210028|OZ210028.1	1520000	1530000	0.475400	0.524600	2319	2479	2767	2435	0	0	10000
ENA|OZ210028|OZ210028.1	1530000	1540000	0.488400	0.511600	2405	2451	2665	2479	0	0	10000
ENA|OZ210028|OZ210028.1	1540000	1550000	0.489300	0.510700	2463	2585	2522	2430	0	0	10000
ENA|OZ210028|OZ210028.1	1550000	1560000	0.497100	0.502900	2390	2591	2438	2581	0	0	10000
ENA|OZ210028|OZ210028.1	1560000	1570000	0.495000	0.505000	2227	2427	2623	2723	0	0	10000
ENA|OZ210028|OZ210028.1	1570000	1580000	0.469700	0.530300	2305	2591	2712	2392	0	0	10000
ENA|OZ210028|OZ210028.1	1580000	1590000	0.497900	0.502100	2517	2418	2603	2462	0	0	10000
ENA|OZ210028|OZ210028.1	1590000	1600000	0.487100	0.512900	2477	2567	2562	2394	0	0	10000
ENA|OZ210028|OZ210028.1	1600000	1610000	0.497700	0.502300	2459	2513	2510	2518	0	0	10000
ENA|OZ210028|OZ210028.1	1610000	1620000	0.486100	0.513900	2463	2497	2642	2398	0	0	10000
ENA|OZ210028|OZ210028.1	1620000	1630000	0.474300	0.525700	2511	2517	2740	2232	0	0	10000
ENA|OZ210028|OZ210028.1	1630000	1640000	0.486400	0.513600	2487	2632	2504	2377	0	0	10000
ENA|OZ210028|OZ210028.1	1640000	1650000	0.497300	0.502700	2537	2498	2529	2436	0	0	10000
ENA|OZ210028|OZ210028.1	1650000	1660000	0.493100	0.506900	2395	2613	2456	2536	0	0	10000
ENA|OZ210028|OZ210028.1	1660000	1670000	0.489800	0.510200	2369	2545	2557	2529	0	0	10000
ENA|OZ210028|OZ210028.1	1670000	1680000	0.502700	0.497300	2606	2487	2486	2421	0	0	10000
ENA|OZ210028|OZ210028.1	1680000	1690000	0.460100	0.539900	2283	2529	2870	2318	0	0	10000
ENA|OZ210028|OZ210028.1	1690000	1700000	0.481900	0.518100	2262	2541	2640	2557	0	0	10000
ENA|OZ210028|OZ210028.1	1700000	1710000	0.471300	0.528700	2222	2581	2706	2491	0	0	10000
ENA|OZ210028|OZ210028.1	1710000	1720000	0.489500	0.510500	2448	2631	2474	2447	0	0	10000
ENA|OZ210028|OZ210028.1	1720000	1730000	0.478500	0.521500	2356	2469	2746	2429	0	0	10000
ENA|OZ210028|OZ210028.1	1730000	1740000	0.500900	0.499100	2545	2478	2513	2464	0	0	10000
ENA|OZ210028|OZ210028.1	1740000	1750000	0.477000	0.523000	2407	2716	2514	2363	0	0	10000
ENA|OZ210028|OZ210028.1	1750000	1760000	0.482100	0.517900	2501	2664	2515	2320	0	0	10000
ENA|OZ210028|OZ210028.1	1760000	1770000	0.485000	0.515000	2480	2443	2707	2370	0	0	10000
ENA|OZ210028|OZ210028.1	1770000	1780000	0.455700	0.544300	2289	2593	2850	2268	0	0	10000
ENA|OZ210028|OZ210028.1	1780000	1790000	0.475900	0.524100	2265	2616	2625	2494	0	0	10000
ENA|OZ210028|OZ210028.1	1790000	1800000	0.471700	0.528300	2316	2652	2631	2401	0	0	10000
ENA|OZ210028|OZ210028.1	1800000	1810000	0.468900	0.531100	2419	2643	2668	2270	0	0	10000
ENA|OZ210028|OZ210028.1	1810000	1820000	0.461800	0.538200	2488	2815	2567	2130	0	0	10000
ENA|OZ210028|OZ210028.1	1820000	1830000	0.486400	0.513600	2395	2342	2794	2469	0	0	10000
ENA|OZ210028|OZ210028.1	1830000	1840000	0.491400	0.508600	2410	2536	2550	2504	0	0	10000
ENA|OZ210028|OZ210028.1	1840000	1850000	0.458000	0.542000	2320	2631	2789	2260	0	0	10000
ENA|OZ210028|OZ210028.1	1850000	1860000	0.494000	0.506000	2455	2598	2462	2485	0	0	10000
ENA|OZ210028|OZ210028.1	1860000	1870000	0.483300	0.516700	2488	2643	2524	2345	0	0	10000
ENA|OZ210028|OZ210028.1	1870000	1880000	0.461700	0.538300	2201	2629	2754	2416	0	0	10000
ENA|OZ210028|OZ210028.1	1880000	1890000	0.490100	0.509900	2485	2582	2517	2416	0	0	10000
ENA|OZ210028|OZ210028.1	1890000	1900000	0.511900	0.488100	2708	2579	2302	2411	0	0	10000
ENA|OZ210028|OZ210028.1	1900000	1910000	0.482000	0.518000	2425	2596	2584	2395	0	0	10000
ENA|OZ210028|OZ210028.1	1910000	1920000	0.494000	0.506000	2485	2631	2429	2455	0	0	10000
ENA|OZ210028|OZ210028.1	1920000	1930000	0.466700	0.533300	2349	2813	2520	2318	0	0	10000
ENA|OZ210028|OZ210028.1	1930000	1940000	0.514100	0.485900	2541	2524	2335	2600	0	0	10000
ENA|OZ210028|OZ210028.1	1940000	1950000	0.476900	0.523100	2208	2484	2747	2561	0	0	10000
ENA|OZ210028|OZ210028.1	1950000	1960000	0.484300	0.515700	2435	2528	2629	2408	0	0	10000
ENA|OZ210028|OZ210028.1	1960000	1970000	0.474100	0.525900	2515	2677	2582	2226	0	0	10000
ENA|OZ210028|OZ210028.1	1970000	1980000	0.492800	0.507200	2420	2545	2527	2508	0	0	10000
ENA|OZ210028|OZ210028.1	1980000	1990000	0.469700	0.530300	2195	2533	2770	2502	0	0	10000
ENA|OZ210028|OZ210028.1	1990000	2000000	0.474500	0.525500	2501	2782	2473	2244	0	0	10000
ENA|OZ210028|OZ210028.1	2000000	2010000	0.457800	0.542200	2096	2614	2808	2482	0	0	10000
ENA|OZ210028|OZ210028.1	2010000	2020000	0.488900	0.511100	2518	2500	2611	2371	0	0	10000
ENA|OZ210028|OZ210028.1	2020000	2030000	0.475100	0.524900	2289	2681	2568	2462	0	0	10000
ENA|OZ210028|OZ210028.1	2030000	2040000	0.495500	0.504500	2475	2604	2441	2480	0	0	10000
ENA|OZ210028|OZ210028.1	2040000	2050000	0.464100	0.535900	2293	2662	2697	2348	0	0	10000
ENA|OZ210028|OZ210028.1	2050000	2060000	0.488300	0.511700	2368	2635	2482	2515	0	0	10000
ENA|OZ210028|OZ210028.1	2060000	2070000	0.459700	0.540300	2326	2548	2855	2271	0	0	10000
ENA|OZ210028|OZ210028.1	2070000	2080000	0.485300	0.514700	2529	2732	2415	2324	0	0	10000
ENA|OZ210028|OZ210028.1	2080000	2090000	0.485800	0.514200	2307	2506	2636	2551	0	0	10000
ENA|OZ210028|OZ210028.1	2090000	2100000	0.489100	0.510900	2368	2563	2546	2523	0	0	10000
ENA|OZ210028|OZ210028.1	2100000	2110000	0.484700	0.515300	2439	2493	2660	2408	0	0	10000
ENA|OZ210028|OZ210028.1	2110000	2120000	0.496600	0.503400	2445	2511	2523	2521	0	0	10000
ENA|OZ210028|OZ210028.1	2120000	2130000	0.484800	0.515200	2490	2551	2601	2358	0	0	10000
ENA|OZ210028|OZ210028.1	2130000	2140000	0.458100	0.541900	2247	2659	2760	2334	0	0	10000
ENA|OZ210028|OZ210028.1	2140000	2150000	0.466200	0.533800	2303	2647	2691	2359	0	0	10000
ENA|OZ210028|OZ210028.1	2150000	2160000	0.476200	0.523800	2385	2648	2590	2377	0	0	10000
ENA|OZ210028|OZ210028.1	2160000	2170000	0.475400	0.524600	2345	2601	2645	2409	0	0	10000
ENA|OZ210028|OZ210028.1	2170000	2180000	0.488600	0.511400	2516	2589	2525	2370	0	0	10000
ENA|OZ210028|OZ210028.1	2180000	2190000	0.501500	0.498500	2397	2590	2395	2618	0	0	10000
ENA|OZ210028|OZ210028.1	2190000	2200000	0.477500	0.522500	2241	2728	2497	2534	0	0	10000
ENA|OZ210028|OZ210028.1	2200000	2210000	0.471500	0.528500	2282	2696	2589	2433	0	0	10000
ENA|OZ210028|OZ210028.1	2210000	2220000	0.448400	0.551600	2071	2694	2822	2413	0	0	10000
ENA|OZ210028|OZ210028.1	2220000	2230000	0.472000	0.528000	2488	2675	2605	2232	0	0	10000
ENA|OZ210028|OZ210028.1	2230000	2240000	0.479100	0.520900	2478	2694	2515	2313	0	0	10000
ENA|OZ210028|OZ210028.1	2240000	2250000	0.464800	0.535200	2338	2669	2683	2310	0	0	10000
ENA|OZ210028|OZ210028.1	2250000	2260000	0.484300	0.515700	2457	2523	2634	2386	0	0	10000
ENA|OZ210028|OZ210028.1	2260000	2270000	0.479200	0.520800	2452	2571	2637	2340	0	0	10000
ENA|OZ210028|OZ210028.1	2270000	2280000	0.475200	0.524800	2336	2566	2682	2416	0	0	10000
ENA|OZ210028|OZ210028.1	2280000	2290000	0.472400	0.527600	2293	2551	2725	2431	0	0	10000
ENA|OZ210028|OZ210028.1	2290000	2300000	0.490600	0.509400	2484	2570	2524	2422	0	0	10000
ENA|OZ210028|OZ210028.1	2300000	2310000	0.494200	0.505800	2369	2582	2476	2573	0	0	10000
ENA|OZ210028|OZ210028.1	2310000	2320000	0.465500	0.534500	2417	2685	2660	2238	0	0	10000
ENA|OZ210028|OZ210028.1	2320000	2330000	0.482700	0.517300	2339	2606	2567	2488	0	0	10000
ENA|OZ210028|OZ210028.1	2330000	2340000	0.465000	0.535000	2364	2702	2648	2286	0	0	10000
ENA|OZ210028|OZ210028.1	2340000	2350000	0.466300	0.533700	2155	2625	2712	2508	0	0	10000
ENA|OZ210028|OZ210028.1	2350000	2360000	0.487500	0.512500	2469	2501	2624	2406	0	0	10000
ENA|OZ210028|OZ210028.1	2360000	2370000	0.496000	0.504000	2369	2531	2509	2591	0	0	10000
ENA|OZ210028|OZ210028.1	2370000	2380000	0.484300	0.515700	2400	2639	2518	2443	0	0	10000
ENA|OZ210028|OZ210028.1	2380000	2390000	0.479800	0.520200	2356	2623	2579	2442	0	0	10000
ENA|OZ210028|OZ210028.1	2390000	2400000	0.484300	0.515700	2368	2504	2653	2475	0	0	10000
ENA|OZ210028|OZ210028.1	2400000	2410000	0.465300	0.534700	2295	2686	2661	2358	0	0	10000
ENA|OZ210028|OZ210028.1	2410000	2420000	0.474300	0.525700	2328	2518	2739	2415	0	0	10000
ENA|OZ210028|OZ210028.1	2420000	2430000	0.491200	0.508800	2372	2660	2428	2540	0	0	10000
ENA|OZ210028|OZ210028.1	2430000	2440000	0.475800	0.524200	2205	2640	2602	2553	0	0	10000
ENA|OZ210028|OZ210028.1	2440000	2450000	0.471200	0.528800	2276	2591	2697	2436	0	0	10000
ENA|OZ210028|OZ210028.1	2450000	2460000	0.488700	0.511300	2565	2570	2543	2322	0	0	10000
ENA|OZ210028|OZ210028.1	2460000	2470000	0.486800	0.513200	2351	2627	2505	2517	0	0	10000
ENA|OZ210028|OZ210028.1	2470000	2480000	0.563300	0.436700	2653	2286	2081	2980	0	0	10000
ENA|OZ210028|OZ210028.1	2480000	2490000	0.607100	0.392900	2730	1992	1937	3341	0	0	10000
ENA|OZ210028|OZ210028.1	2490000	2500000	0.623300	0.376700	2801	2042	1725	3432	0	0	10000
ENA|OZ210028|OZ210028.1	2500000	2510000	0.628700	0.371300	3184	1794	1919	3103	0	0	10000
ENA|OZ210028|OZ210028.1	2510000	2520000	0.598400	0.401600	3584	1714	2302	2400	0	0	10000
ENA|OZ210028|OZ210028.1	2520000	2530000	0.553100	0.446900	2990	2148	2321	2541	0	0	10000
ENA|OZ210028|OZ210028.1	2530000	2540000	0.490800	0.509200	2496	2474	2618	2412	0	0	10000
ENA|OZ210028|OZ210028.1	2540000	2550000	0.488200	0.511800	2496	2612	2506	2386	0	0	10000
