#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
scaffold_1	260000	270000	0.494500	0.505500	2356	2471	2584	2589	0	0	10000
scaffold_1	270000	280000	0.489400	0.510600	2278	2560	2546	2616	0	0	10000
scaffold_1	280000	290000	0.476300	0.523700	2312	2677	2560	2451	0	0	10000
scaffold_1	290000	300000	0.453900	0.546100	2472	2800	2661	2067	0	0	10000
scaffold_1	300000	310000	0.472000	0.528000	2197	2534	2746	2523	0	0	10000
scaffold_1	310000	320000	0.472600	0.527400	2253	2710	2564	2473	0	0	10000
scaffold_1	320000	330000	0.473100	0.526900	2552	2733	2536	2179	0	0	10000
scaffold_1	330000	340000	0.479400	0.520600	2607	2694	2512	2187	0	0	10000
scaffold_1	340000	350000	0.488500	0.511500	2462	2542	2573	2423	0	0	10000
scaffold_1	350000	360000	0.482800	0.517200	2389	2498	2674	2439	0	0	10000
scaffold_1	360000	370000	0.483100	0.516900	2383	2559	2610	2448	0	0	10000
scaffold_1	370000	380000	0.466400	0.533600	2360	2664	2672	2304	0	0	10000
scaffold_1	380000	390000	0.485100	0.514900	2242	2661	2488	2609	0	0	10000
scaffold_1	390000	400000	0.461800	0.538200	2381	2658	2724	2237	0	0	10000
scaffold_1	400000	410000	0.473200	0.526800	2297	2685	2583	2435	0	0	10000
scaffold_1	410000	420000	0.490800	0.509200	2384	2536	2556	2524	0	0	10000
scaffold_1	420000	430000	0.520300	0.479700	2509	2452	2345	2694	0	0	10000
scaffold_1	430000	440000	0.601900	0.398100	2446	2251	1730	3573	0	0	10000
scaffold_1	440000	450000	0.602000	0.398000	3187	1869	2111	2833	0	0	10000
scaffold_1	450000	460000	0.600200	0.399800	3432	1755	2243	2570	0	0	10000
scaffold_1	460000	470000	0.573600	0.426400	3264	1933	2331	2472	0	0	10000
scaffold_1	470000	480000	0.542600	0.457400	2824	2279	2295	2602	0	0	10000
scaffold_1	480000	490000	0.587000	0.413000	3057	2000	2130	2813	0	0	10000
scaffold_1	490000	500000	0.594800	0.405200	2830	2301	1751	3118	0	0	10000
scaffold_1	500000	510000	0.594900	0.405100	3176	1911	2140	2773	0	0	10000
scaffold_1	510000	520000	0.491300	0.508700	2404	2605	2482	2509	0	0	10000
scaffold_1	520000	530000	0.563900	0.436100	2539	2325	2036	3100	0	0	10000
scaffold_1	530000	540000	0.581700	0.418300	3136	1963	2220	2681	0	0	10000
scaffold_1	540000	550000	0.573300	0.426700	2812	2263	2004	2921	0	0	10000
scaffold_1	550000	560000	0.584900	0.415100	3222	1926	2225	2627	0	0	10000
scaffold_1	560000	570000	0.537000	0.463000	2721	2297	2333	2649	0	0	10000
scaffold_1	570000	580000	0.493400	0.506600	2263	2565	2501	2671	0	0	10000
scaffold_1	580000	590000	0.573400	0.426600	3235	1967	2299	2499	0	0	10000
scaffold_1	590000	600000	0.481000	0.519000	2447	2703	2487	2363	0	0	10000
scaffold_1	600000	610000	0.480000	0.520000	2259	2470	2730	2541	0	0	10000
scaffold_1	610000	620000	0.463500	0.536500	2236	2594	2771	2399	0	0	10000
scaffold_1	620000	630000	0.481300	0.518700	2432	2657	2530	2381	0	0	10000
scaffold_1	630000	640000	0.457100	0.542900	2293	2826	2603	2278	0	0	10000
scaffold_1	640000	650000	0.471700	0.528300	2265	2717	2566	2452	0	0	10000
scaffold_1	650000	660000	0.487000	0.513000	2363	2575	2555	2507	0	0	10000
scaffold_1	660000	670000	0.472900	0.527100	2265	2621	2650	2464	0	0	10000
scaffold_1	670000	680000	0.474000	0.526000	2285	2637	2623	2455	0	0	10000
scaffold_1	680000	690000	0.502500	0.497500	2513	2479	2496	2512	0	0	10000
scaffold_1	690000	700000	0.499900	0.500100	2397	2525	2476	2602	0	0	10000
scaffold_1	700000	710000	0.477300	0.522700	2403	2530	2697	2370	0	0	10000
scaffold_1	710000	720000	0.482400	0.517600	2321	2668	2508	2503	0	0	10000
scaffold_1	720000	730000	0.485800	0.514200	2446	2580	2562	2412	0	0	10000
scaffold_1	730000	740000	0.486800	0.513200	2341	2488	2644	2527	0	0	10000
scaffold_1	740000	750000	0.478000	0.522000	2357	2665	2555	2423	0	0	10000
scaffold_1	750000	760000	0.475100	0.524900	2321	2553	2696	2430	0	0	10000
scaffold_1	760000	770000	0.492500	0.507500	2436	2433	2642	2489	0	0	10000
scaffold_1	770000	780000	0.493600	0.506400	2530	2523	2541	2406	0	0	10000
scaffold_1	780000	790000	0.503200	0.496800	2479	2460	2508	2553	0	0	10000
scaffold_1	790000	800000	0.487800	0.512200	2397	2556	2566	2481	0	0	10000
scaffold_1	800000	810000	0.492900	0.507100	2402	2588	2483	2527	0	0	10000
scaffold_1	810000	820000	0.475600	0.524400	2406	2609	2635	2350	0	0	10000
scaffold_1	820000	830000	0.468000	0.532000	2463	2564	2756	2217	0	0	10000
scaffold_1	830000	840000	0.490800	0.509200	2442	2578	2514	2466	0	0	10000
scaffold_1	840000	850000	0.508000	0.492000	2469	2465	2455	2611	0	0	10000
scaffold_1	850000	860000	0.511400	0.488600	2557	2355	2531	2557	0	0	10000
scaffold_1	860000	870000	0.467300	0.532700	2211	2770	2557	2462	0	0	10000
scaffold_1	870000	880000	0.477500	0.522500	2312	2518	2707	2463	0	0	10000
scaffold_1	880000	890000	0.460000	0.540000	2307	2633	2767	2293	0	0	10000
scaffold_1	890000	900000	0.481700	0.518300	2367	2577	2606	2450	0	0	10000
scaffold_1	900000	910000	0.474100	0.525900	2318	2600	2659	2423	0	0	10000
scaffold_1	910000	920000	0.477600	0.522400	2189	2643	2581	2587	0	0	10000
scaffold_1	920000	930000	0.494400	0.505600	2399	2530	2526	2545	0	0	10000
scaffold_1	930000	940000	0.465700	0.534300	2231	2587	2756	2426	0	0	10000
scaffold_1	940000	950000	0.469200	0.530800	2323	2517	2791	2369	0	0	10000
scaffold_1	950000	960000	0.487400	0.512600	2409	2471	2655	2465	0	0	10000
scaffold_1	960000	970000	0.573100	0.426900	2493	2181	2088	3238	0	0	10000
scaffold_1	970000	980000	0.552900	0.447100	2491	2306	2165	3038	0	0	10000
scaffold_1	980000	990000	0.531900	0.468100	3080	2187	2494	2239	0	0	10000
scaffold_1	990000	1000000	0.599400	0.400600	3133	1931	2075	2861	0	0	10000
scaffold_1	1000000	1010000	0.500100	0.499900	2415	2249	2750	2586	0	0	10000
scaffold_1	1010000	1020000	0.480900	0.519100	2309	2439	2752	2500	0	0	10000
scaffold_1	1020000	1030000	0.478600	0.521400	2403	2561	2653	2383	0	0	10000
scaffold_1	1030000	1040000	0.488300	0.511700	2504	2578	2539	2379	0	0	10000
scaffold_1	1040000	1050000	0.476900	0.523100	2582	2756	2475	2187	0	0	10000
scaffold_1	1050000	1060000	0.463200	0.536800	2398	2825	2543	2234	0	0	10000
scaffold_1	1060000	1070000	0.470400	0.529600	2157	2490	2806	2547	0	0	10000
scaffold_1	1070000	1080000	0.480800	0.519200	2434	2692	2500	2374	0	0	10000
scaffold_1	1080000	1090000	0.462400	0.537600	2426	2712	2664	2198	0	0	10000
scaffold_1	1090000	1100000	0.474700	0.525300	2363	2563	2690	2384	0	0	10000
scaffold_1	1100000	1110000	0.483000	0.517000	2315	2510	2660	2515	0	0	10000
scaffold_1	1110000	1120000	0.570500	0.429500	2915	2035	2260	2790	0	0	10000
scaffold_1	1120000	1130000	0.561500	0.438500	2835	2236	2149	2780	0	0	10000
scaffold_1	1130000	1140000	0.525500	0.474500	2594	2463	2282	2661	0	0	10000
scaffold_1	1140000	1150000	0.458100	0.541900	2436	2788	2631	2145	0	0	10000
scaffold_1	1150000	1160000	0.473400	0.526600	2561	2632	2634	2173	0	0	10000
scaffold_1	1160000	1170000	0.459100	0.540900	2107	2591	2818	2484	0	0	10000
scaffold_1	1170000	1180000	0.482200	0.517800	2440	2590	2588	2382	0	0	10000
scaffold_1	1180000	1190000	0.463600	0.536400	2186	2712	2652	2450	0	0	10000
scaffold_1	1190000	1200000	0.485000	0.515000	2312	2501	2649	2538	0	0	10000
scaffold_1	1200000	1210000	0.496300	0.503700	2457	2541	2496	2506	0	0	10000
scaffold_1	1210000	1220000	0.474800	0.525200	2434	2569	2683	2314	0	0	10000
scaffold_1	1220000	1230000	0.486400	0.513600	2477	2589	2547	2387	0	0	10000
scaffold_1	1230000	1240000	0.474700	0.525300	2402	2602	2651	2345	0	0	10000
scaffold_1	1240000	1250000	0.496100	0.503900	2460	2626	2413	2501	0	0	10000
scaffold_1	1250000	1260000	0.462200	0.537800	2330	2766	2612	2292	0	0	10000
scaffold_1	1260000	1270000	0.477900	0.522100	2419	2594	2627	2360	0	0	10000
scaffold_1	1270000	1280000	0.475900	0.524100	2488	2657	2584	2271	0	0	10000
scaffold_1	1280000	1290000	0.470600	0.529400	2334	2683	2611	2372	0	0	10000
scaffold_1	1290000	1300000	0.483500	0.516500	2393	2581	2584	2442	0	0	10000
scaffold_1	1300000	1310000	0.477100	0.522900	2254	2690	2539	2517	0	0	10000
scaffold_1	1310000	1320000	0.474100	0.525900	2469	2566	2693	2272	0	0	10000
scaffold_1	1320000	1330000	0.486400	0.513600	2424	2580	2556	2440	0	0	10000
scaffold_1	1330000	1340000	0.599700	0.400300	2921	1979	2024	3076	0	0	10000
scaffold_1	1340000	1350000	0.567600	0.432400	2887	2073	2251	2789	0	0	10000
scaffold_1	1350000	1360000	0.499200	0.500800	2569	2614	2394	2423	0	0	10000
scaffold_1	1360000	1370000	0.472900	0.527100	2420	2550	2721	2309	0	0	10000
scaffold_1	1370000	1380000	0.483800	0.516200	2498	2496	2666	2340	0	0	10000
scaffold_1	1380000	1390000	0.471300	0.528700	2375	2545	2742	2338	0	0	10000
scaffold_1	1390000	1400000	0.483900	0.516100	2141	2520	2641	2698	0	0	10000
scaffold_1	1400000	1410000	0.490700	0.509300	2511	2549	2544	2396	0	0	10000
scaffold_1	1410000	1420000	0.482600	0.517400	2378	2534	2640	2448	0	0	10000
scaffold_1	1420000	1430000	0.480700	0.519300	2424	2722	2471	2383	0	0	10000
scaffold_1	1430000	1440000	0.487500	0.512500	2365	2557	2568	2510	0	0	10000
scaffold_1	1440000	1450000	0.488800	0.511200	2447	2513	2599	2441	0	0	10000
scaffold_1	1450000	1460000	0.471100	0.528900	2420	2611	2678	2291	0	0	10000
scaffold_1	1460000	1470000	0.480900	0.519100	2357	2618	2573	2452	0	0	10000
scaffold_1	1470000	1480000	0.469700	0.530300	2325	2582	2721	2372	0	0	10000
scaffold_1	1480000	1490000	0.458900	0.541100	2340	2630	2781	2249	0	0	10000
scaffold_1	1490000	1500000	0.491700	0.508300	2388	2600	2483	2529	0	0	10000
scaffold_1	1500000	1510000	0.462700	0.537300	2563	2916	2457	2064	0	0	10000
scaffold_1	1510000	1520000	0.476800	0.523200	2305	2572	2660	2463	0	0	10000
scaffold_1	1520000	1530000	0.488300	0.511700	2421	2534	2583	2462	0	0	10000
scaffold_1	1530000	1540000	0.487300	0.512700	2394	2452	2675	2479	0	0	10000
scaffold_1	1540000	1550000	0.492600	0.507400	2345	2574	2500	2581	0	0	10000
scaffold_1	1550000	1560000	0.496200	0.503800	2525	2513	2525	2437	0	0	10000
scaffold_1	1560000	1570000	0.487700	0.512300	2489	2522	2601	2388	0	0	10000
scaffold_1	1570000	1580000	0.475900	0.524100	2426	2714	2527	2333	0	0	10000
scaffold_1	1580000	1590000	0.483400	0.516600	2405	2562	2604	2429	0	0	10000
scaffold_1	1590000	1600000	0.478100	0.521900	2350	2522	2697	2431	0	0	10000
scaffold_1	1600000	1610000	0.495200	0.504800	2285	2514	2534	2667	0	0	10000
scaffold_1	1610000	1620000	0.468700	0.531300	2175	2508	2805	2512	0	0	10000
scaffold_1	1620000	1630000	0.472500	0.527500	2344	2502	2773	2381	0	0	10000
scaffold_1	1630000	1640000	0.478800	0.521200	2423	2481	2731	2365	0	0	10000
scaffold_1	1640000	1650000	0.479300	0.520700	2383	2639	2568	2410	0	0	10000
scaffold_1	1650000	1660000	0.483200	0.516800	2371	2618	2550	2461	0	0	10000
scaffold_1	1660000	1670000	0.465200	0.534800	2253	2903	2445	2399	0	0	10000
scaffold_1	1670000	1680000	0.470300	0.529700	2278	2651	2646	2425	0	0	10000
scaffold_1	1680000	1690000	0.489200	0.510800	2456	2582	2526	2436	0	0	10000
scaffold_1	1690000	1700000	0.476700	0.523300	2499	2661	2572	2268	0	0	10000
scaffold_1	1700000	1710000	0.470100	0.529900	2204	2606	2693	2497	0	0	10000
scaffold_1	1710000	1720000	0.494400	0.505600	2430	2556	2500	2514	0	0	10000
scaffold_1	1720000	1730000	0.490600	0.509400	2433	2520	2574	2473	0	0	10000
scaffold_1	1730000	1740000	0.464500	0.535500	2211	2655	2700	2434	0	0	10000
scaffold_1	1740000	1750000	0.473900	0.526100	2348	2442	2819	2391	0	0	10000
scaffold_1	1750000	1760000	0.462500	0.537500	2355	2858	2517	2270	0	0	10000
scaffold_1	1760000	1770000	0.479400	0.520600	2500	2559	2647	2294	0	0	10000
scaffold_1	1770000	1780000	0.465300	0.534700	2317	2651	2696	2336	0	0	10000
scaffold_1	1780000	1790000	0.478700	0.521300	2415	2595	2618	2372	0	0	10000
scaffold_1	1790000	1800000	0.496800	0.503200	2454	2499	2533	2514	0	0	10000
scaffold_1	1800000	1810000	0.484100	0.515900	2501	2569	2590	2340	0	0	10000
scaffold_1	1810000	1820000	0.472900	0.527100	2418	2610	2661	2311	0	0	10000
scaffold_1	1820000	1830000	0.489400	0.510600	2542	2598	2508	2352	0	0	10000
scaffold_1	1830000	1840000	0.484000	0.516000	2337	2693	2467	2503	0	0	10000
scaffold_1	1840000	1850000	0.472700	0.527300	2278	2589	2684	2449	0	0	10000
scaffold_1	1850000	1860000	0.489900	0.510100	2460	2544	2557	2439	0	0	10000
scaffold_1	1860000	1870000	0.462100	0.537900	2329	2670	2709	2292	0	0	10000
scaffold_1	1870000	1880000	0.485200	0.514800	2327	2470	2678	2525	0	0	10000
scaffold_1	1880000	1890000	0.479500	0.520500	2310	2569	2636	2485	0	0	10000
scaffold_1	1890000	1900000	0.465200	0.534800	2315	2571	2777	2337	0	0	10000
scaffold_1	1900000	1910000	0.479600	0.520400	2335	2567	2637	2461	0	0	10000
scaffold_1	1910000	1920000	0.478100	0.521900	2365	2553	2666	2416	0	0	10000
scaffold_1	1920000	1930000	0.474600	0.525400	2238	2614	2640	2508	0	0	10000
scaffold_1	1930000	1940000	0.482700	0.517300	2408	2668	2505	2419	0	0	10000
scaffold_1	1940000	1950000	0.466900	0.533100	2488	2573	2758	2181	0	0	10000
scaffold_1	1950000	1960000	0.456900	0.543100	2415	2652	2779	2154	0	0	10000
scaffold_1	1960000	1970000	0.462700	0.537300	2245	2729	2644	2382	0	0	10000
scaffold_1	1970000	1980000	0.458600	0.541400	2030	2901	2513	2556	0	0	10000
scaffold_1	1980000	1990000	0.468800	0.531200	2235	2635	2677	2453	0	0	10000
scaffold_1	1990000	2000000	0.470400	0.529600	2200	2533	2763	2504	0	0	10000
scaffold_1	2000000	2010000	0.467600	0.532400	2317	2727	2597	2359	0	0	10000
scaffold_1	2010000	2020000	0.469000	0.531000	2192	2534	2776	2498	0	0	10000
scaffold_1	2020000	2030000	0.473800	0.526200	2327	2601	2661	2411	0	0	10000
scaffold_1	2030000	2040000	0.475100	0.524900	2347	2575	2674	2404	0	0	10000
scaffold_1	2040000	2050000	0.464600	0.535400	2246	2664	2690	2400	0	0	10000
scaffold_1	2050000	2060000	0.461400	0.538600	2051	2579	2807	2563	0	0	10000
scaffold_1	2060000	2070000	0.469400	0.530600	2412	2627	2679	2282	0	0	10000
scaffold_1	2070000	2080000	0.473100	0.526900	2233	2703	2566	2498	0	0	10000
scaffold_1	2080000	2090000	0.471400	0.528600	2341	2572	2714	2373	0	0	10000
scaffold_1	2090000	2100000	0.492900	0.507100	2317	2387	2684	2612	0	0	10000
scaffold_1	2100000	2110000	0.451700	0.548300	2295	2681	2802	2222	0	0	10000
scaffold_1	2110000	2120000	0.474300	0.525700	2254	2559	2698	2489	0	0	10000
scaffold_1	2120000	2130000	0.463600	0.536400	2235	2549	2815	2401	0	0	10000
scaffold_1	2130000	2140000	0.471800	0.528200	2107	2525	2757	2611	0	0	10000
scaffold_1	2140000	2150000	0.488600	0.511400	2295	2217	2897	2591	0	0	10000
scaffold_1	2150000	2160000	0.462600	0.537400	2146	2563	2811	2480	0	0	10000
scaffold_1	2160000	2170000	0.485500	0.514500	2468	2528	2617	2387	0	0	10000
scaffold_1	2170000	2180000	0.515500	0.484500	2465	2439	2406	2690	0	0	10000
scaffold_1	2180000	2190000	0.497200	0.502800	2404	2448	2580	2568	0	0	10000
scaffold_1	2190000	2200000	0.491600	0.508400	2459	2575	2509	2457	0	0	10000
scaffold_1	2200000	2210000	0.532200	0.467800	2551	2464	2214	2771	0	0	10000
scaffold_1	2210000	2220000	0.565800	0.434200	2529	2412	1930	3129	0	0	10000
scaffold_1	2220000	2230000	0.558000	0.442000	2776	2227	2193	2804	0	0	10000
scaffold_1	2230000	2240000	0.593700	0.406300	2845	2076	1987	3092	0	0	10000
scaffold_1	2240000	2250000	0.561700	0.438300	2590	2204	2179	3027	0	0	10000
scaffold_1	2250000	2260000	0.481700	0.518300	2507	2482	2701	2310	0	0	10000
scaffold_1	2260000	2270000	0.486100	0.513900	2382	2576	2563	2479	0	0	10000
scaffold_1	2270000	2280000	0.487700	0.512300	2474	2506	2617	2403	0	0	10000
scaffold_1	2280000	2290000	0.481000	0.519000	2502	2632	2558	2308	0	0	10000
scaffold_1	2290000	2300000	0.470800	0.529200	2374	2677	2615	2334	0	0	10000
scaffold_1	2300000	2310000	0.467400	0.532600	2446	2692	2634	2228	0	0	10000
scaffold_1	2310000	2320000	0.480200	0.509800	2228	2638	2460	2574	100	0	10000
scaffold_1	2320000	2330000	0.508700	0.491300	2510	2495	2418	2577	0	0	10000
scaffold_1	2330000	2340000	0.499700	0.500300	2501	2448	2555	2496	0	0	10000
scaffold_1	2340000	2350000	0.500200	0.499800	2536	2482	2516	2466	0	0	10000
scaffold_1	2350000	2360000	0.491600	0.508400	2529	2556	2528	2387	0	0	10000
scaffold_1	2360000	2370000	0.473500	0.526500	2368	2693	2572	2367	0	0	10000
scaffold_1	2370000	2380000	0.490500	0.509500	2466	2569	2526	2439	0	0	10000
scaffold_1	2380000	2390000	0.452400	0.547600	2192	2537	2939	2332	0	0	10000
scaffold_1	2390000	2400000	0.479700	0.520300	2465	2757	2446	2332	0	0	10000
scaffold_1	2400000	2410000	0.457800	0.542200	2259	2754	2668	2319	0	0	10000
scaffold_1	2410000	2420000	0.443900	0.556100	2166	2759	2802	2273	0	0	10000
scaffold_1	2420000	2430000	0.461100	0.538900	2343	2718	2671	2268	0	0	10000
scaffold_1	2430000	2440000	0.471800	0.528200	2495	2717	2565	2223	0	0	10000
scaffold_1	2440000	2450000	0.462800	0.537200	2325	2667	2705	2303	0	0	10000
scaffold_1	2450000	2460000	0.490600	0.509400	2641	2541	2553	2265	0	0	10000
scaffold_1	2460000	2470000	0.476500	0.523500	2358	2509	2726	2407	0	0	10000
scaffold_1	2470000	2480000	0.474200	0.525800	2282	2644	2614	2460	0	0	10000
scaffold_1	2480000	2490000	0.495800	0.504200	2523	2503	2539	2435	0	0	10000
scaffold_1	2490000	2500000	0.452100	0.547900	2347	2728	2751	2174	0	0	10000
scaffold_1	2500000	2510000	0.489700	0.510300	2403	2595	2508	2494	0	0	10000
scaffold_1	2510000	2520000	0.466500	0.533500	2481	2717	2618	2184	0	0	10000
scaffold_1	2520000	2530000	0.477300	0.522700	2158	2506	2721	2615	0	0	10000
scaffold_1	2530000	2540000	0.475800	0.524200	2318	2717	2525	2440	0	0	10000
scaffold_1	2540000	2550000	0.487000	0.513000	2493	2477	2653	2377	0	0	10000
scaffold_1	2550000	2560000	0.462300	0.537700	2523	2753	2624	2100	0	0	10000
scaffold_1	2560000	2570000	0.470900	0.529100	2202	2497	2794	2507	0	0	10000
scaffold_1	2570000	2580000	0.458200	0.541800	2420	2698	2720	2162	0	0	10000
scaffold_1	2580000	2590000	0.479700	0.520300	2341	2623	2580	2456	0	0	10000
scaffold_1	2590000	2600000	0.493400	0.506600	2434	2606	2460	2500	0	0	10000
scaffold_1	2600000	2610000	0.483500	0.516500	2421	2577	2588	2414	0	0	10000
scaffold_1	2610000	2620000	0.462700	0.537300	2158	2774	2599	2469	0	0	10000
scaffold_1	2620000	2630000	0.468900	0.531100	2293	2705	2606	2396	0	0	10000
scaffold_1	2630000	2640000	0.484700	0.515300	2508	2522	2631	2339	0	0	10000
scaffold_1	2640000	2650000	0.452200	0.547800	2243	2755	2723	2279	0	0	10000
scaffold_1	2650000	2660000	0.458700	0.541300	2310	2705	2708	2277	0	0	10000
scaffold_1	2660000	2670000	0.477900	0.522100	2439	2621	2600	2340	0	0	10000
scaffold_1	2670000	2680000	0.453500	0.546500	2255	2782	2683	2280	0	0	10000
scaffold_1	2680000	2690000	0.466100	0.533900	2319	2729	2610	2342	0	0	10000
scaffold_1	2690000	2700000	0.465100	0.534900	2373	2726	2623	2278	0	0	10000
scaffold_1	2700000	2710000	0.477300	0.522700	2523	2641	2586	2250	0	0	10000
scaffold_1	2710000	2720000	0.475900	0.524100	2368	2516	2725	2391	0	0	10000
scaffold_1	2720000	2730000	0.501600	0.498400	2624	2497	2487	2392	0	0	10000
scaffold_1	2730000	2740000	0.462100	0.537900	2193	2637	2742	2428	0	0	10000
scaffold_1	2740000	2750000	0.470500	0.529500	2468	2477	2818	2237	0	0	10000
scaffold_1	2750000	2760000	0.492400	0.507600	2394	2511	2565	2530	0	0	10000
scaffold_1	2760000	2770000	0.487200	0.512800	2442	2587	2541	2430	0	0	10000
scaffold_1	2770000	2780000	0.467300	0.532700	2378	2756	2571	2295	0	0	10000
scaffold_1	2780000	2790000	0.479000	0.521000	2118	2615	2595	2672	0	0	10000
scaffold_1	2790000	2800000	0.474000	0.526000	2423	2610	2650	2317	0	0	10000
scaffold_1	2800000	2810000	0.481100	0.518900	2213	2721	2468	2598	0	0	10000
scaffold_1	2810000	2820000	0.490800	0.509200	2325	2541	2551	2583	0	0	10000
scaffold_1	2820000	2830000	0.471300	0.528700	2270	2657	2630	2443	0	0	10000
scaffold_1	2830000	2840000	0.492400	0.507600	2616	2640	2436	2308	0	0	10000
scaffold_1	2840000	2850000	0.466300	0.533700	2386	2698	2639	2277	0	0	10000
scaffold_1	2850000	2860000	0.490500	0.509500	2440	2675	2420	2465	0	0	10000
scaffold_1	2860000	2870000	0.463000	0.537000	2403	2657	2713	2227	0	0	10000
scaffold_1	2870000	2880000	0.477000	0.523000	2494	2627	2603	2276	0	0	10000
scaffold_1	2880000	2890000	0.479300	0.520700	2439	2525	2682	2354	0	0	10000
scaffold_1	2890000	2900000	0.458500	0.541500	2278	2776	2639	2307	0	0	10000
scaffold_1	2900000	2910000	0.492800	0.507200	2453	2624	2448	2475	0	0	10000
scaffold_1	2910000	2920000	0.472800	0.527200	2425	2782	2490	2303	0	0	10000
scaffold_1	2920000	2930000	0.480200	0.519800	2429	2566	2632	2373	0	0	10000
scaffold_1	2930000	2940000	0.484900	0.515100	2517	2565	2586	2332	0	0	10000
scaffold_1	2940000	2950000	0.467900	0.532100	2357	2714	2607	2322	0	0	10000
scaffold_1	2950000	2960000	0.452400	0.547600	2270	2580	2896	2254	0	0	10000
scaffold_1	2960000	2970000	0.474700	0.525300	2411	2511	2742	2336	0	0	10000
scaffold_1	2970000	2980000	0.471300	0.528700	2380	2733	2554	2333	0	0	10000
scaffold_1	2980000	2990000	0.473300	0.526700	2525	2608	2659	2208	0	0	10000
scaffold_1	2990000	3000000	0.483600	0.516400	2405	2531	2633	2431	0	0	10000
scaffold_1	3000000	3010000	0.547300	0.452700	2555	2323	2204	2918	0	0	10000
scaffold_1	3010000	3020000	0.563900	0.436100	2604	2260	2101	3035	0	0	10000
scaffold_1	3020000	3030000	0.485300	0.514700	2207	2603	2544	2646	0	0	10000
scaffold_1	3030000	3040000	0.468000	0.532000	2249	2743	2577	2431	0	0	10000
scaffold_1	3040000	3050000	0.481900	0.518100	2551	2581	2600	2268	0	0	10000
scaffold_1	3050000	3060000	0.485000	0.515000	2234	2545	2605	2616	0	0	10000
scaffold_1	3060000	3070000	0.490500	0.509500	2388	2681	2414	2517	0	0	10000
scaffold_1	3070000	3080000	0.476100	0.523900	2291	2487	2752	2470	0	0	10000
scaffold_1	3080000	3090000	0.471300	0.528700	2063	2598	2689	2650	0	0	10000
scaffold_1	3090000	3100000	0.468800	0.531200	2318	2631	2681	2370	0	0	10000
scaffold_1	3100000	3110000	0.475900	0.524100	2285	2633	2608	2474	0	0	10000
scaffold_1	3110000	3120000	0.477800	0.522200	2518	2715	2507	2260	0	0	10000
scaffold_1	3120000	3130000	0.482300	0.517700	2295	2539	2638	2528	0	0	10000
scaffold_1	3130000	3140000	0.471400	0.528600	2315	2656	2630	2399	0	0	10000
scaffold_1	3140000	3150000	0.492700	0.507300	2321	2633	2440	2606	0	0	10000
scaffold_1	3150000	3160000	0.469500	0.530500	2309	2642	2663	2386	0	0	10000
scaffold_1	3160000	3170000	0.490600	0.509400	2489	2621	2473	2417	0	0	10000
scaffold_1	3170000	3180000	0.453400	0.546600	2033	2652	2814	2501	0	0	10000
scaffold_1	3180000	3190000	0.486700	0.513300	2405	2575	2558	2462	0	0	10000
