query,subject,pid,qstart,qend,evalue,bitscore,prot_length,query_cov,taxid,phylum,class,order,family,species
XANPARI20_008745-T1,SLM36576.1,70,103,205,2.79e-41,152,253,0.407114624505929,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36576.1,60.714,72,194,5.38e-41,151,253,0.486166007905138,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36576.1,53.704,72,162,1.08e-20,98.6,253,0.359683794466403,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36663.1,60.274,72,200,8.67e-42,151,253,0.509881422924901,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36663.1,68.333,103,205,4.15e-39,144,253,0.407114624505929,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36663.1,67.692,150,211,7.91e-14,79,253,0.245059288537549,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36672.1,58.125,72,211,2.26e-41,153,253,0.553359683794466,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36672.1,68.548,103,209,5.24e-40,149,253,0.422924901185771,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36672.1,46.667,6,198,2.43e-38,145,253,0.762845849802372,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36672.1,56.25,72,211,1.07e-37,144,253,0.553359683794466,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36672.1,67.5,103,205,9.13e-36,139,253,0.407114624505929,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36672.1,68.254,152,211,3.15e-12,76.6,253,0.237154150197628,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,58.861,72,210,4.42e-41,162,253,0.549407114624506,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,58.278,72,205,4.38e-38,154,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,66.129,100,206,1.81e-36,149,253,0.422924901185771,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,66.667,100,205,2.11e-36,149,253,0.41897233201581,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,64.8,96,203,4.34e-36,148,253,0.426877470355731,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,60.714,87,209,4.46e-36,148,253,0.486166007905138,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,57.931,72,205,9.72e-36,147,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,56.376,72,203,1.48e-35,147,253,0.521739130434783,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,69.298,100,196,1.96e-35,146,253,0.383399209486166,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,56.944,77,203,5.59e-35,145,253,0.50197628458498,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,55.263,72,206,1.47e-34,144,253,0.533596837944664,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,52.795,63,206,6.85e-34,142,253,0.569169960474308,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,54.194,72,209,9.41e-34,141,253,0.545454545454545,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,54.839,77,211,2.32e-33,140,253,0.533596837944664,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,63.71,100,206,2.71e-33,140,253,0.422924901185771,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,63.2,96,203,2.71e-33,140,253,0.426877470355731,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,54.362,72,203,3.75e-33,140,253,0.521739130434783,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,54.362,72,203,1.33e-32,138,253,0.521739130434783,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,50.888,72,211,1.6e-31,135,253,0.553359683794466,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,61.364,100,211,1.88e-31,135,253,0.442687747035573,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,52.349,72,203,2.39e-30,132,253,0.521739130434783,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,54.225,70,194,3.41e-30,131,253,0.494071146245059,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,60.976,100,205,4.55e-30,130,253,0.41897233201581,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,61.157,100,203,2.55e-29,129,253,0.411067193675889,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,60.163,100,205,3.04e-29,128,253,0.41897233201581,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,59.459,96,189,1.09e-23,112,253,0.371541501976285,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,61,104,203,1.85e-22,108,253,0.395256916996047,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,45.882,72,209,2.07e-22,108,253,0.545454545454545,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6407579.1,60.606,138,203,1.66e-10,73.9,253,0.260869565217391,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36658.1,61.111,79,222,5.47e-41,150,253,0.569169960474308,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36658.1,64.078,103,205,8.13e-25,108,253,0.407114624505929,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36658.1,37.113,72,168,0.013,48.9,253,0.383399209486166,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM38392.1,68.333,103,205,9.2e-41,147,253,0.407114624505929,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM38392.1,56.198,72,175,2.41e-28,116,253,0.411067193675889,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,XP_067503105.1,45.226,72,253,1.24e-40,150,253,0.719367588932806,794803,Ascomycota,Dothideomycetes,Gloniales,Gloniaceae,Cenococcum geophilum
XANPARI20_008745-T1,XP_067503105.1,56.589,103,214,6.48e-35,135,253,0.442687747035573,794803,Ascomycota,Dothideomycetes,Gloniales,Gloniaceae,Cenococcum geophilum
XANPARI20_008745-T1,KAK3170554.1,60.274,77,205,1.58e-40,161,253,0.509881422924901,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3170554.1,54.268,59,205,8.54e-39,156,253,0.58102766798419,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3170554.1,65.354,96,205,7.26e-37,150,253,0.434782608695652,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3170554.1,56.954,72,205,8.31e-37,150,253,0.529644268774704,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3170554.1,56.954,72,205,2.39e-36,149,253,0.529644268774704,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3170554.1,56.291,72,205,1.83e-35,146,253,0.529644268774704,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3170554.1,55,72,194,8.18e-31,133,253,0.486166007905138,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3170554.1,75.714,136,205,1.62e-19,100,253,0.276679841897233,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3170554.1,43.262,72,195,1.82e-19,100,253,0.490118577075099,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,SLM36246.1,57.5,72,211,1.81e-40,151,253,0.553359683794466,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36246.1,54.839,72,209,3.43e-37,142,253,0.545454545454545,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36246.1,43.81,6,198,3.35e-35,137,253,0.762845849802372,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36246.1,63.393,103,211,5.6e-28,119,253,0.430830039525692,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,58.94,72,205,2.4e-40,160,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,59.603,72,205,1.41e-38,155,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,57.419,72,209,2.6e-38,154,253,0.545454545454545,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,53.179,54,209,5.98e-37,150,253,0.616600790513834,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,55,72,211,2.84e-36,149,253,0.553359683794466,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,56.954,72,205,3.82e-36,148,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,55.625,72,211,4.59e-36,148,253,0.553359683794466,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,64.567,96,205,1.81e-35,146,253,0.434782608695652,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,55,72,211,1.88e-35,146,253,0.553359683794466,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,54.967,72,205,2.66e-35,146,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,56.25,72,211,4.39e-35,145,253,0.553359683794466,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,65.854,100,205,5.69e-35,145,253,0.41897233201581,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,55.629,72,205,6.03e-35,145,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,55.629,72,205,6.26e-35,145,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,52.469,61,205,1.93e-34,143,253,0.573122529644269,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,52.903,72,209,4.05e-33,139,253,0.545454545454545,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,52.469,61,205,7.7e-33,139,253,0.573122529644269,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6408092.1,56.115,72,193,3.13e-30,131,253,0.482213438735178,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36391.1,53.448,58,211,2.85e-40,150,253,0.608695652173913,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36391.1,52.047,61,211,4.61e-37,141,253,0.596837944664032,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36391.1,55.039,72,183,1.63e-27,117,253,0.442687747035573,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36391.1,50,69,134,1.56e-05,57.8,253,0.260869565217391,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37411.1,58.278,72,205,5.06e-40,149,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37411.1,56.954,72,205,1.13e-37,143,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37411.1,65.546,104,205,2.97e-33,131,253,0.403162055335968,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37411.1,55.372,72,175,1.66e-24,108,253,0.411067193675889,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37411.1,58.036,103,211,2.5e-21,100,253,0.430830039525692,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37996.1,68.217,103,211,6.48e-40,146,253,0.430830039525692,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37996.1,67.213,96,200,1.45e-38,142,253,0.41501976284585,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37996.1,44.348,54,168,3.51e-12,74.3,253,0.454545454545455,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM38766.1,71.681,103,198,7.83e-40,145,253,0.379446640316206,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM38766.1,54.955,72,165,1.47e-23,103,253,0.371541501976285,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM38766.1,71.429,152,211,2.6e-15,81.6,253,0.237154150197628,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37317.1,53.75,72,211,1.26e-39,147,253,0.553359683794466,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37317.1,60.584,87,206,9.25e-39,145,253,0.474308300395257,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37317.1,57.042,72,196,1.77e-38,144,253,0.494071146245059,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37317.1,63.303,118,209,2.21e-30,123,253,0.363636363636364,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36667.1,56.954,72,205,1.37e-39,149,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36667.1,69.492,103,203,4.04e-39,147,253,0.399209486166008,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36667.1,54.967,72,205,5.17e-35,137,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36667.1,40.107,6,175,7.22e-21,100,253,0.671936758893281,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36667.1,71.429,152,211,6.02e-14,81.6,253,0.237154150197628,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37523.1,55.625,72,211,1.79e-39,146,253,0.553359683794466,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37523.1,65.957,103,196,1.68e-24,107,253,0.371541501976285,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAK3174277.1,53.988,60,205,1.86e-39,158,253,0.577075098814229,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3174277.1,56.291,72,205,1.15e-37,152,253,0.529644268774704,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3174277.1,52.903,72,209,2.27e-36,149,253,0.545454545454545,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3174277.1,50.92,60,205,1.27e-35,147,253,0.577075098814229,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3174277.1,50.307,60,205,1.59e-34,144,253,0.577075098814229,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3174277.1,50.993,72,205,2.46e-32,137,253,0.529644268774704,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3174277.1,46.023,72,214,1.79e-31,135,253,0.565217391304348,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3174277.1,37.805,5,226,2.37e-31,134,253,0.877470355731225,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3174277.1,45.614,72,209,2.46e-31,134,253,0.545454545454545,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3174277.1,47.368,60,194,5.56e-30,130,253,0.533596837944664,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,KAK3174277.1,37.333,60,192,1.18e-15,89,253,0.525691699604743,209136,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria neglecta
XANPARI20_008745-T1,SLM37388.1,53.216,61,211,2.13e-39,147,253,0.596837944664032,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37388.1,56.25,72,211,6.53e-39,145,253,0.553359683794466,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37388.1,54.839,61,198,8.47e-37,140,253,0.545454545454545,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37388.1,64.167,103,205,2.84e-33,131,253,0.407114624505929,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37231.1,56.376,72,203,2.25e-39,145,253,0.521739130434783,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37231.1,65.116,103,211,3.91e-38,142,253,0.430830039525692,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM37231.1,64.045,100,171,8.91e-23,102,253,0.284584980237154,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6412630.1,56.173,70,214,2.43e-39,157,253,0.573122529644269,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6412630.1,64.463,93,196,1.66e-33,140,253,0.411067193675889,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6412630.1,51.479,72,214,1.32e-32,138,253,0.565217391304348,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6412630.1,58.915,87,198,7.38e-32,136,253,0.442687747035573,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6412630.1,57.143,138,211,3.35e-11,75.9,253,0.292490118577075,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,KAA6412630.1,46.809,72,165,1.01e-09,71.6,253,0.371541501976285,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36517.1,46.635,6,196,2.49e-39,147,253,0.754940711462451,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36517.1,57.616,72,205,4.41e-39,146,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36517.1,57.616,72,205,8.07e-39,145,253,0.529644268774704,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
XANPARI20_008745-T1,SLM36517.1,65.116,103,211,9.41e-37,140,253,0.430830039525692,136370,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Lasallia pustulata
