"Name","Start","End","Size","Count Of Windows","Product","Substrate","Composite","GC Content"
"Xc_GTX0491_4",1739500,1818500,79000,157,1.53,0.13,1.4,26.75
"Xc_GTX0491_4",1818500,1839000,20500,40,1.55,0.3,1.24,32
"Xc_GTX0491_4",1981000,1990000,9000,17,1.17,0.27,0.9,16.01
"Xc_GTX0491_4",2038000,2044000,6000,11,1.18,0.47,0.71,17.5
"Xc_GTX0491_4",2049000,2060500,11500,22,1.19,0.38,0.81,15.99
"Xc_GTX0491_4",2107000,2118500,11500,22,1.52,0.1,1.41,26.71
"Xc_GTX0491_4",2120500,2158500,38000,75,1.58,0.08,1.5,26.7
"Xc_GTX0491_4",2169000,2202500,33500,66,1.44,0.14,1.3,22.17
"Xc_GTX0491_4",2283500,2309000,25500,50,1.64,0.11,1.54,29.68
"Xc_GTX0491_3",0,57000,57000,113,1.58,0.07,1.5,27.61
"Xc_GTX0491_3",701500,719000,17500,34,1.66,0.08,1.58,30.62
"Xc_GTX0491_3",972500,987500,15000,29,1.55,0.14,1.4,25.44
"Xc_GTX0491_3",999500,1026500,27000,53,1.58,0.09,1.5,28.26
"Xc_GTX0491_3",1199500,1206000,6500,12,1.65,0.22,1.43,34.97
"Xc_GTX0491_3",1386500,1404500,18000,35,1.64,0.08,1.57,30.26
"Xc_GTX0491_3",1419500,1438500,19000,37,1.59,0.13,1.47,29.69
"Xc_GTX0491_3",1579000,1593000,14000,27,1.65,0.1,1.55,32.42
"Xc_GTX0491_3",1635500,1643500,8000,15,1.66,0.16,1.5,31.46
"Xc_GTX0491_3",1654500,1670500,16000,31,1.58,0.09,1.49,27.02
"Xc_GTX0491_3",1873000,1881500,8500,16,1.61,0.12,1.48,31.45
"Xc_GTX0491_3",1894000,1930500,36500,72,1.53,0.1,1.42,26.38
"Xc_GTX0491_3",2010000,2058500,48500,96,1.55,0.18,1.37,29.73
"Xc_GTX0491_3",2059000,2132500,73500,146,1.53,0.2,1.34,29.07
"Xc_GTX0491_3",2168500,2299500,131000,261,1.48,0.18,1.3,25.78
"Xc_GTX0491_3",2309000,2321500,12500,24,1.37,0.29,1.08,25.42
"Xc_GTX0491_3",2323500,2340000,16500,32,1.5,0.14,1.35,27.3
"Xc_GTX0491_3",2743000,2768000,25000,49,1.62,0.06,1.56,29.12
"Xc_GTX0491_3",2959500,2986000,26500,52,1.72,0.08,1.63,31.86
"Xc_GTX0491_5",0,9000,9000,17,1.57,0.2,1.37,30.76
"Xc_GTX0491_5",34000,39500,5500,10,1.54,0.16,1.38,31.13
"Xc_GTX0491_5",137500,158500,21000,41,1.64,0.07,1.58,29.08
"Xc_GTX0491_5",181000,187000,6000,11,1.55,0.23,1.32,32.67
"Xc_GTX0491_5",439000,517500,78500,156,1.64,0.1,1.54,32.07
"Xc_GTX0491_5",536000,569000,33000,65,1.62,0.09,1.53,29.2
"Xc_GTX0491_5",673000,681000,8000,15,1.57,0.17,1.39,31.65
"Xc_GTX0491_5",765000,787000,22000,43,1.69,0.12,1.57,31.77
"Xc_GTX0491_5",867500,873000,5500,10,1.58,0.13,1.45,32.07
"Xc_GTX0491_5",907500,1055500,148000,295,1.54,0.11,1.43,26.48
"Xc_GTX0491_5",1269500,1330000,60500,120,1.6,0.09,1.51,28.63
"Xc_GTX0491_5",1379500,1391500,12000,23,1.34,0.15,1.19,25.91
"Xc_GTX0491_5",1392000,1420000,28000,55,1.51,0.21,1.29,27.66
"Xc_GTX0491_5",1432500,1502000,69500,138,1.56,0.23,1.33,30.91
"Xc_GTX0491_5",1525000,1536500,11500,22,1.64,0.2,1.44,32.33
"Xc_GTX0491_5",2123500,2136500,13000,25,1.64,0.14,1.51,30.22
"Xc_GTX0491_5",2148000,2164500,16500,32,1.64,0.08,1.56,28.26
"Xc_GTX0491_5",2183500,2207000,23500,46,1.58,0.09,1.49,25.91
"Xc_GTX0491_5",2208000,2214000,6000,11,1.48,0.27,1.21,30.93
"Xc_GTX0491_5",2269000,2294000,25000,49,1.61,0.08,1.53,26.68
"Xc_GTX0491_6",0,93000,93000,185,1.57,0.07,1.51,27.62
"Xc_GTX0491_6",176000,197000,21000,41,1.49,0.2,1.29,26.45
"Xc_GTX0491_6",223500,258000,34500,68,1.55,0.15,1.4,27.8
"Xc_GTX0491_6",719000,738000,19000,37,1.54,0.14,1.4,27.75
"Xc_GTX0491_6",967000,978000,11000,21,1.62,0.14,1.48,30.57
"Xc_GTX0491_6",1084500,1129500,45000,89,1.58,0.08,1.5,28.44
"Xc_GTX0491_6",1334000,1350500,16500,32,1.51,0.2,1.32,28.24
"Xc_GTX0491_6",1354500,1434000,79500,158,1.54,0.1,1.44,27.67
"Xc_GTX0491_6",1739500,1796000,56500,112,1.62,0.17,1.45,32.43
"Xc_GTX0491_6",1804000,1823000,19000,37,1.61,0.23,1.37,32.32
"Xc_GTX0491_6",1823500,1853500,30000,59,1.53,0.16,1.37,29.96
"Xc_GTX0491_6",1857500,1880000,22500,44,1.62,0.14,1.48,30.63
"Xc_GTX0491_6",1998000,2019000,21000,41,1.58,0.14,1.44,30.06
"Xc_GTX0491_6",2070000,2076000,6000,11,1.48,0.27,1.21,31.87
"Xc_GTX0491_6",2082500,2093000,10500,20,1.5,0.22,1.28,30.9
"Xc_GTX0491_6",2116500,2133000,16500,32,1.56,0.15,1.41,28.22
"Xc_GTX0491_6",2133500,2187500,54000,107,1.48,0.22,1.26,28.15
"Xc_GTX0491_6",2189000,2234500,45500,90,1.47,0.21,1.26,27.31
"Xc_GTX0491_6",2237500,2254000,16500,32,1.44,0.25,1.19,28.78
"Xc_GTX0491_6",2260500,2269000,8500,16,1.42,0.25,1.17,23.92
"Xc_GTX0491_7",0,36500,36500,72,1.61,0.07,1.54,27.76
"Xc_GTX0491_7",233000,239000,6000,11,1.67,0.22,1.45,34.45
"Xc_GTX0491_7",251500,324500,73000,145,1.5,0.16,1.34,25.59
"Xc_GTX0491_7",326500,361000,34500,68,1.58,0.1,1.49,26.7
"Xc_GTX0491_7",363500,379500,16000,31,1.61,0.15,1.46,28.42
"Xc_GTX0491_7",383000,396000,13000,25,1.48,0.17,1.31,25.45
"Xc_GTX0491_7",420000,509000,89000,177,1.51,0.15,1.36,26.1
"Xc_GTX0491_7",800000,819000,19000,37,1.69,0.13,1.55,31.62
"Xc_GTX0491_7",1102500,1108500,6000,11,1.6,0.16,1.44,30.58
"Xc_GTX0491_7",1131500,1143500,12000,23,1.58,0.19,1.39,31.32
"Xc_GTX0491_7",1145000,1179500,34500,68,1.5,0.11,1.38,26.46
"Xc_GTX0491_7",1323000,1328500,5500,10,1.49,0.31,1.17,35.45
"Xc_GTX0491_7",1608000,1612500,4500,8,1.41,0.33,1.08,28.42
"Xc_GTX0491_7",1662500,1680000,17500,34,1.66,0.13,1.53,30.81
"Xc_GTX0491_7",1772500,1781000,8500,16,1.53,0.16,1.36,30.31
"Xc_GTX0491_7",2018000,2164000,146000,291,1.52,0.24,1.28,29.91
"Xc_GTX0491_7",2167500,2207500,40000,79,1.48,0.21,1.27,25.96
"Xc_GTX0491_8",0,57500,57500,114,1.58,0.08,1.5,28.45
"Xc_GTX0491_8",240000,297000,57000,113,1.54,0.2,1.33,30.12
"Xc_GTX0491_8",298500,303500,5000,9,1.48,0.29,1.19,31.86
"Xc_GTX0491_8",303500,344500,41000,81,1.44,0.22,1.23,26.8
"Xc_GTX0491_8",349500,371500,22000,43,1.52,0.2,1.32,28.28
"Xc_GTX0491_8",373000,509000,136000,271,1.52,0.2,1.32,29.77
"Xc_GTX0491_8",898500,907000,8500,16,1.6,0.12,1.48,29.4
"Xc_GTX0491_8",2056000,2064000,8000,15,1.52,0.21,1.32,32.64
"Xc_GTX0491_8",2102500,2122000,19500,38,1.57,0.17,1.4,30.25
"Xc_GTX0491_9",18000,98000,80000,159,1.56,0.11,1.45,28.02
"Xc_GTX0491_9",337500,349000,11500,22,1.65,0.16,1.49,34.38
"Xc_GTX0491_9",872500,899000,26500,52,1.57,0.11,1.46,26.63
"Xc_GTX0491_9",914500,921500,7000,13,1.6,0.16,1.45,31.5
"Xc_GTX0491_9",958000,1072000,114000,227,1.51,0.19,1.32,28.67
"Xc_GTX0491_9",1108000,1184500,76500,152,1.52,0.12,1.4,26.74
"Xc_GTX0491_9",1190000,1249500,59500,118,1.51,0.14,1.37,26.97
"Xc_GTX0491_9",1271000,1287500,16500,32,1.53,0.12,1.41,26.12
"Xc_GTX0491_9",1484500,1503500,19000,37,1.59,0.09,1.5,26.89
"Xc_GTX0491_9",1579500,1584000,4500,8,1.46,0.34,1.12,34.44
"Xc_GTX0491_9",1606500,1615500,9000,17,1.71,0.11,1.6,31.63
"Xc_GTX0491_9",1654000,1668500,14500,28,1.64,0.13,1.51,31.11
"Xc_GTX0491_9",1692000,1730500,38500,76,1.55,0.09,1.47,26.33
"Xc_GTX0491_9",1732000,1737500,5500,10,1.63,0.16,1.47,31.25
"Xc_GTX0491_9",1853500,1897500,44000,87,1.53,0.15,1.38,27.76
"Xc_GTX0491_9",1898500,1929000,30500,60,1.56,0.14,1.42,27.94
"Xc_GTX0491_10",3500,15000,11500,22,1.56,0.31,1.25,37.9
"Xc_GTX0491_10",15000,20500,5500,10,1.32,0.63,0.69,39.91
"Xc_GTX0491_10",57500,73000,15500,30,1.49,0.21,1.28,28.01
"Xc_GTX0491_10",76500,85000,8500,16,1.57,0.18,1.38,31.76
"Xc_GTX0491_10",482000,505000,23000,45,1.64,0.13,1.51,32.47
"Xc_GTX0491_10",682500,694000,11500,22,1.56,0.12,1.44,29.77
"Xc_GTX0491_10",791000,815500,24500,48,1.54,0.12,1.42,25.65
"Xc_GTX0491_10",854500,917000,62500,124,1.42,0.2,1.22,24.61
"Xc_GTX0491_10",924000,1010000,86000,171,1.42,0.25,1.16,25.56
"Xc_GTX0491_10",1013000,1073000,60000,119,1.58,0.2,1.38,31.5
"Xc_GTX0491_10",1075000,1082000,7000,13,1.4,0.34,1.06,25.1
"Xc_GTX0491_10",1086000,1117500,31500,62,1.51,0.24,1.27,27.78
"Xc_GTX0491_10",1303000,1425500,122500,244,1.5,0.11,1.4,24.58
"Xc_GTX0491_10",1525000,1548500,23500,46,1.61,0.11,1.5,30.99
"Xc_GTX0491_10",1620000,1636500,16500,32,1.66,0.14,1.52,35.41
"Xc_GTX0491_10",1640500,1647500,7000,13,1.61,0.32,1.28,35.74
"Xc_GTX0491_10",1696000,1740500,44500,88,1.57,0.1,1.47,26.92
"Xc_GTX0491_10",1872000,1884000,12000,23,1.61,0.07,1.54,27.7
"Xc_GTX0491_11",0,70000,70000,139,1.62,0.11,1.51,31.07
"Xc_GTX0491_11",129000,144000,15000,29,1.53,0.12,1.41,24.07
"Xc_GTX0491_11",146500,165500,19000,37,1.53,0.1,1.43,24.61
"Xc_GTX0491_11",375000,385000,10000,19,1.6,0.11,1.48,25.94
"Xc_GTX0491_11",512000,518000,6000,11,1.53,0.15,1.39,30.97
"Xc_GTX0491_11",712500,773000,60500,120,1.48,0.14,1.34,26.17
"Xc_GTX0491_11",793500,845000,51500,102,1.48,0.17,1.31,27.4
"Xc_GTX0491_11",849000,884000,35000,69,1.46,0.26,1.21,30.31
"Xc_GTX0491_11",886500,941500,55000,109,1.49,0.32,1.17,31.55
"Xc_GTX0491_11",941500,948000,6500,12,1.3,0.52,0.78,31.42
"Xc_GTX0491_11",949500,994500,45000,89,1.46,0.17,1.29,25.36
"Xc_GTX0491_11",995000,1009500,14500,28,1.52,0.14,1.37,26.69
"Xc_GTX0491_11",1020000,1057500,37500,74,1.54,0.24,1.3,30.12
"Xc_GTX0491_11",1061500,1072000,10500,20,1.65,0.18,1.46,29.7
"Xc_GTX0491_11",1105000,1142000,37000,73,1.46,0.17,1.3,24.87
"Xc_GTX0491_11",1771000,1788000,17000,33,1.6,0.16,1.44,32.35
"Xc_GTX0491_11",1919000,1941687,22687,45,1.52,0.08,1.44,30.94
"Xc_GTX0491_12",0,23000,23000,45,1.5,0.06,1.45,27.17
"Xc_GTX0491_12",32000,57500,25500,50,1.65,0.18,1.48,31.81
"Xc_GTX0491_12",82500,88000,5500,10,1.63,0.05,1.58,29.13
"Xc_GTX0491_12",90000,98000,8000,15,1.7,0.18,1.51,38.11
"Xc_GTX0491_12",164000,172500,8500,16,1.53,0.13,1.4,29.18
"Xc_GTX0491_12",179500,191500,12000,23,1.52,0.24,1.28,30.58
"Xc_GTX0491_12",191500,221500,30000,59,1.41,0.23,1.18,26.81
"Xc_GTX0491_12",239500,251500,12000,23,1.57,0.15,1.42,29.26
"Xc_GTX0491_12",262500,300000,37500,74,1.59,0.1,1.48,28.01
"Xc_GTX0491_12",446000,464500,18500,36,1.63,0.1,1.52,27.99
"Xc_GTX0491_12",520000,535500,15500,30,1.63,0.07,1.55,28.74
"Xc_GTX0491_12",1018000,1066500,48500,96,1.53,0.15,1.38,28.1
"Xc_GTX0491_12",1079000,1083500,4500,8,1.42,0.27,1.15,26.4
"Xc_GTX0491_12",1105500,1161500,56000,111,1.47,0.23,1.24,26.64
"Xc_GTX0491_12",1198000,1244500,46500,92,1.54,0.12,1.43,27.43
"Xc_GTX0491_12",1275000,1340500,65500,130,1.54,0.11,1.44,26.39
"Xc_GTX0491_14",0,23500,23500,46,1.51,0.07,1.44,28.82
"Xc_GTX0491_14",66500,92000,25500,50,1.55,0.07,1.48,24.65
"Xc_GTX0491_14",205000,213000,8000,15,1.52,0.21,1.31,32.24
"Xc_GTX0491_14",254500,289000,34500,68,1.66,0.08,1.57,31.75
"Xc_GTX0491_14",488500,518000,29500,58,1.54,0.09,1.45,24.96
"Xc_GTX0491_14",531500,548000,16500,32,1.51,0.13,1.38,28.24
"Xc_GTX0491_14",553500,689000,135500,270,1.51,0.26,1.25,29.59
"Xc_GTX0491_14",705500,740000,34500,68,1.52,0.12,1.4,26.05
"Xc_GTX0491_14",937500,943500,6000,11,1.66,0.21,1.45,35.57
"Xc_GTX0491_14",1148000,1170500,22500,44,1.6,0.22,1.38,33.47
"Xc_GTX0491_14",1170500,1175500,5000,9,1.64,0.25,1.39,34.3
"Xc_GTX0491_14",1176000,1205500,29500,58,1.63,0.12,1.51,30.52
"Xc_GTX0491_14",1206000,1214000,8000,15,1.74,0.36,1.38,39.4
"Xc_GTX0491_14",1290000,1329000,39000,77,1.48,0.19,1.29,27.37
"Xc_GTX0491_14",1352000,1358500,6500,12,1.39,0.31,1.07,25.72
"Xc_GTX0491_14",1383500,1413500,30000,59,1.53,0.15,1.38,27.32
"Xc_GTX0491_14",1417500,1427000,9500,18,1.66,0.15,1.5,32.42
"Xc_GTX0491_14",1434500,1464000,29500,58,1.58,0.14,1.44,31.35
"Xc_GTX0491_13",0,46000,46000,91,1.58,0.07,1.51,28.66
"Xc_GTX0491_13",90000,101500,11500,22,1.63,0.14,1.49,32.58
"Xc_GTX0491_13",619500,630500,11000,21,1.65,0.18,1.47,34.19
"Xc_GTX0491_13",669000,692000,23000,45,1.56,0.12,1.45,27.23
"Xc_GTX0491_13",810000,848500,38500,76,1.62,0.09,1.53,27.55
"Xc_GTX0491_13",899500,912000,12500,24,1.55,0.17,1.38,27.86
"Xc_GTX0491_13",944000,1033500,89500,178,1.54,0.2,1.34,29.64
"Xc_GTX0491_13",1045500,1154500,109000,217,1.53,0.12,1.41,26.14
"Xc_GTX0491_15",0,40500,40500,80,1.55,0.09,1.46,29.49
"Xc_GTX0491_15",45500,76500,31000,61,1.53,0.13,1.39,28.04
"Xc_GTX0491_15",158000,177500,19500,38,1.63,0.13,1.5,28.71
"Xc_GTX0491_15",210500,227000,16500,32,1.68,0.09,1.59,32.42
"Xc_GTX0491_15",228000,234000,6000,11,1.61,0.28,1.32,37.62
"Xc_GTX0491_15",300500,323500,23000,45,1.62,0.09,1.53,29
"Xc_GTX0491_15",527500,574500,47000,93,1.64,0.07,1.57,28.96
"Xc_GTX0491_15",690000,701500,11500,22,1.64,0.12,1.53,31.82
"Xc_GTX0491_15",794000,853500,59500,118,1.53,0.29,1.24,30.57
"Xc_GTX0491_15",896000,950500,54500,108,1.57,0.25,1.32,32.6
"Xc_GTX0491_15",1205500,1229000,23500,46,1.59,0.12,1.46,29.69
"Xc_GTX0491_15",1281000,1315500,34500,68,1.66,0.09,1.57,30.17
"Xc_GTX0491_16",48500,379500,331000,661,1.56,0.12,1.44,26.27
"Xc_GTX0491_16",385000,391500,6500,12,1.39,0.29,1.1,25.52
"Xc_GTX0491_16",393000,454500,61500,122,1.51,0.2,1.31,27.37
"Xc_GTX0491_16",530000,539500,9500,18,1.46,0.16,1.3,24.47
"Xc_GTX0491_16",544500,563000,18500,36,1.57,0.15,1.42,31.62
"Xc_GTX0491_16",578500,598000,19500,38,1.6,0.21,1.39,32.12
"Xc_GTX0491_16",598000,611500,13500,26,1.51,0.3,1.21,32.21
"Xc_GTX0491_16",623500,696000,72500,144,1.54,0.21,1.33,28.11
"Xc_GTX0491_16",697500,702500,5000,9,1.39,0.58,0.81,31.48
"Xc_GTX0491_16",711500,716000,4500,8,1.3,0.41,0.89,28.73
"Xc_GTX0491_16",720000,724500,4500,8,1.37,0.35,1.02,29.64
"Xc_GTX0491_16",737500,766000,28500,56,1.54,0.18,1.36,30.83
"Xc_GTX0491_16",772000,777500,5500,10,1.44,0.15,1.29,25.53
"Xc_GTX0491_16",790000,857500,67500,134,1.49,0.2,1.28,27.84
"Xc_GTX0491_16",879500,886000,6500,12,1.48,0.24,1.24,31.26
"Xc_GTX0491_16",890000,913000,23000,45,1.54,0.22,1.32,31.99
"Xc_GTX0491_16",915500,954000,38500,76,1.49,0.16,1.34,27.34
"Xc_GTX0491_16",954500,1120500,166000,331,1.48,0.19,1.3,26.57
"Xc_GTX0491_16",1121000,1132500,11500,22,1.44,0.19,1.24,25.39
"Xc_GTX0491_16",1140000,1146500,6500,12,1.27,0.36,0.91,27.66
"Xc_GTX0491_16",1146500,1241500,95000,189,1.39,0.25,1.14,25.5
"Xc_GTX0491_16",1241500,1254500,13000,25,1.59,0.29,1.3,35.29
"Xc_GTX0491_16",1255000,1262067,7067,14,1.59,0.46,1.13,41.84
