genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_2,Xp_GTX0501_11,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 13_1,2351778,3631946,2182,2561,0_2160,0_2534,291,43266,1213113,7149,7581,1_7105,1_7534,291,+,43266,1213113,7149,7581,1_7105,1_7534,OZ210041,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_4,Xp_GTX0501_32,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 34_1,1995970,2275251,4275,4332,0_4230,0_4286,35,2916,122665,10705,10763,1_10645,1_10702,35,+,2916,122665,10705,10763,1_10645,1_10702,OZ210030,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_5,Xp_GTX0501_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 14_1,9156,1379076,4336,4733,0_4290,0_4682,326,6026,1204894,7583,8016,1_7536,1_7968,326,+,6026,1204894,7583,8016,1_7536,1_7968,OZ210032,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_7,Xp_GTX0501_34,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 36_1,1878070,1999827,6303,6347,0_6237,0_6281,37,472,121111,10784,10835,1_10723,1_10774,37,+,472,121111,10784,10835,1_10723,1_10774,OZ210034,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_7,Xp_GTX0501_48,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 44_1,72498,104462,5737,5748,0_5674,0_5685,6,3750,34047,11128,11140,1_11065,1_11077,6,+,3750,34047,11128,11140,1_11065,1_11077,OZ210034,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_8,Xp_GTX0501_41,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 41_1,141156,226715,6400,6434,0_6333,0_6367,30,178,93948,11017,11060,1_10955,1_10997,30,+,178,93948,11017,11060,1_10955,1_10997,OZ210031,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_11,Xc_GTX0491_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 13_1,43266,1213113,7149,7581,1_7105,1_7534,291,2351778,3631946,2182,2561,0_2160,0_2534,291,+,2351778,3631946,2182,2561,0_2160,0_2534,OZ210041,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_12,Xc_GTX0491_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 14_1,6026,1204894,7583,8016,1_7536,1_7968,326,9156,1379076,4336,4733,0_4290,0_4682,326,+,9156,1379076,4336,4733,0_4290,0_4682,OZ210032,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_15,Xc_GTX0491_15,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 17_1,11789,601217,8623,8856,1_8572,1_8804,172,89554,793061,10083,10292,0_9995,0_10203,172,+,89554,793061,10083,10292,0_9995,0_10203,OZ210042,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_17,Xc_GTX0491_10,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 19_1,16807,457493,9088,9256,1_9035,1_9202,126,1011370,1656003,7969,8117,0_7892,0_8039,126,+,1011370,1656003,7969,8117,0_7892,0_8039,OZ210038,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_19,Xc_GTX0491_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 21_1,9464,367708,9448,9605,1_9394,1_9551,115,1043011,1490906,9556,9685,0_9472,0_9601,115,+,1043011,1490906,9556,9685,0_9472,0_9601,OZ210040,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_20,Xc_GTX0491_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 22_1,5369,330849,9613,9749,1_9559,1_9693,100,2450719,2916971,714,840,0_706,0_830,100,+,2450719,2916971,714,840,0_706,0_830,OZ210028,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_22,Xc_GTX0491_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 24_1,12206,300794,9889,10009,1_9832,1_9952,96,691695,1017096,9853,9962,0_9768,0_9877,96,+,691695,1017096,9853,9962,0_9768,0_9877,OZ210043,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_24,Xc_GTX0491_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 26_1,1366,269941,10098,10190,1_10041,1_10133,60,36840,328735,9697,9781,0_9613,0_9696,60,+,36840,328735,9697,9781,0_9613,0_9696,OZ210043,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_25,Xc_GTX0491_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 27_1,11107,223238,10193,10298,1_10136,1_10239,68,1025412,1348219,9966,10058,0_9881,0_9970,68,+,1025412,1348219,9966,10058,0_9881,0_9970,OZ210043,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_27,Xc_GTX0491_15,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 29_1,775,174749,10373,10441,1_10314,1_10382,46,1087506,1279285,10354,10411,0_10263,0_10319,46,+,1087506,1279285,10354,10411,0_10263,0_10319,OZ210042,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_28,Xc_GTX0491_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 30_1,490,202810,10445,10531,1_10386,1_10472,67,692209,943915,9468,9551,0_9384,0_9467,67,+,692209,943915,9468,9551,0_9384,0_9467,OZ210040,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_32,Xc_GTX0491_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 34_1,2916,122665,10705,10763,1_10645,1_10702,35,1995970,2275251,4275,4332,0_4230,0_4286,35,+,1995970,2275251,4275,4332,0_4230,0_4286,OZ210030,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_34,Xc_GTX0491_7,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 36_1,472,121111,10784,10835,1_10723,1_10774,37,1878070,1999827,6303,6347,0_6237,0_6281,37,+,1878070,1999827,6303,6347,0_6237,0_6281,OZ210034,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_35,Xc_GTX0491_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 37_1,3658,59200,10840,10863,1_10779,1_10802,19,1549133,1602381,9205,9226,0_9122,0_9143,19,+,1549133,1602381,9205,9226,0_9122,0_9143,OZ210035,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_4,Xc_GTX0491_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 4_1,47021,1878232,2564,3323,1_2549,1_3304,570,30503,2465821,6,719,0_5,0_711,570,+,30503,2465821,6,719,0_5,0_711,OZ210028,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_41,Xc_GTX0491_8,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 41_1,178,93948,11017,11060,1_10955,1_10997,30,141156,226715,6400,6434,0_6333,0_6367,30,+,141156,226715,6400,6434,0_6333,0_6367,OZ210031,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_48,Xc_GTX0491_7,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 44_1,3750,34047,11128,11140,1_11065,1_11077,6,72498,104462,5737,5748,0_5674,0_5685,6,+,72498,104462,5737,5748,0_5674,0_5685,OZ210034,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_7,Xc_GTX0491_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 7_1,2290,1554405,4699,5344,1_4668,1_5308,492,2917491,4640737,841,1446,0_831,0_1428,492,+,2917491,4640737,841,1446,0_831,0_1428,OZ210028,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_9,Xc_GTX0491_11,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 10_1,1417598,1481236,6502,6536,1_6460,1_6493,30,181076,242303,8226,8262,0_8148,0_8183,30,+,181076,242303,8226,8262,0_8148,0_8183,OZ210039,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_10,Xp_GTX0501_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 15_1,52787,921718,7688,7966,0_7612,0_7889,232,97414,837396,8022,8325,1_7974,1_8275,232,-,837396,97414,8325,8022,1_8275,1_7974,OZ210038,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_10,Xp_GTX0501_23,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 25_1,1660430,1917946,8119,8197,0_8041,0_8119,56,68332,277993,10012,10095,1_9955,1_10038,56,-,277993,68332,10095,10012,1_10038,1_9955,OZ210038,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_11,Xp_GTX0501_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 11_1,71520,178681,8200,8224,0_8122,0_8146,20,1486606,1564558,6539,6572,1_6496,1_6529,20,-,1564558,1486606,6572,6539,1_6529,1_6496,OZ210039,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_11,Xp_GTX0501_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 9_1,246274,1916993,8263,8761,0_8184,0_8680,380,44018,1416080,5987,6500,1_5947,1_6458,380,-,1416080,44018,6500,5987,1_6458,1_5947,OZ210039,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_18,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 20_1,57737,703729,8763,8952,0_8682,0_8869,128,1,401582,9260,9441,1_9206,1_9387,128,-,401582,1,9441,9260,1_9387,1_9206,OZ210035,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_21,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 23_1,704784,1079026,8953,9094,0_8870,0_9011,111,390,319938,9750,9887,1_9694,1_9830,111,-,319938,390,9887,9750,1_9830,1_9694,OZ210035,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_29,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 31_1,1249580,1487121,9121,9184,0_9038,0_9101,50,823,160987,10532,10598,1_10473,1_10538,50,-,160987,823,10598,10532,1_10538,1_10473,OZ210035,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_33,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 35_1,1179975,1248192,9113,9120,0_9030,0_9037,8,23671,46242,10767,10775,1_10706,1_10714,8,-,46242,23671,10775,10767,1_10714,1_10706,OZ210035,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_43,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 42_1,1487761,1543230,9185,9204,0_9102,0_9121,14,7584,65884,11063,11086,1_11000,1_11023,14,-,65884,7584,11086,11063,1_11023,1_11000,OZ210035,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_13,Xp_GTX0501_16,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 18_1,110091,666052,9245,9465,0_9162,0_9381,173,3408,545602,8860,9086,1_8807,1_9033,173,-,545602,3408,9086,8860,1_9033,1_8807,OZ210040,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_13,Xp_GTX0501_45,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 43_1,50912,103738,9233,9244,0_9150,0_9161,9,133,49737,11096,11114,1_11033,1_11051,9,-,49737,133,11114,11096,1_11051,1_11033,OZ210040,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_2,Xp_GTX0501_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 2_1,47787,2229349,1451,2168,0_1433,0_2146,562,406018,2315836,1044,1789,1_1037,1_1780,562,-,2315836,406018,1789,1044,1_1780,1_1037,OZ210033,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_2,Xp_GTX0501_30,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 32_1,3573236,3713309,2542,2591,0_2516,0_2564,38,24915,167940,10602,10656,1_10542,1_10596,38,-,167940,24915,10656,10602,1_10596,1_10542,OZ210041,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_3,Xp_GTX0501_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 1_1,62435,2885148,2595,3508,0_2568,0_3471,733,11199,2634885,1,985,1_0,1_978,733,-,2634885,11199,985,1,1_978,1_0,OZ210029,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_3,Xp_GTX0501_26,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 28_1,2879076,3058248,3506,3559,0_3469,0_3522,31,47691,219218,10306,10369,1_10247,1_10310,31,-,219218,47691,10369,10306,1_10310,1_10247,OZ210029,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_4,Xp_GTX0501_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 3_1,4987,1848976,3560,4235,0_3523,0_4190,531,109071,1931216,1810,2548,1_1800,1_2533,531,-,1931216,109071,2548,1810,1_2533,1_1800,OZ210030,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_4,Xp_GTX0501_31,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 33_1,1852496,1972139,4236,4274,0_4192,0_4229,32,9434,124393,10663,10702,1_10603,1_10642,32,-,124393,9434,10702,10663,1_10642,1_10603,OZ210030,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_5,Xp_GTX0501_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 16_1,1419694,2266873,4734,5012,0_4683,0_4960,221,21052,800559,8327,8622,1_8277,1_8571,221,-,800559,21052,8622,8327,1_8571,1_8277,OZ210032,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_5,Xp_GTX0501_36,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 39_1,195579,217378,4391,4400,0_4345,0_4354,9,94254,116700,10910,10919,1_10849,1_10858,9,-,116700,94254,10919,10910,1_10858,1_10849,OZ210032,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_6,Xp_GTX0501_36,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 38_1,99373,168979,5019,5045,0_4967,0_4993,21,435,63054,10880,10909,1_10819,1_10848,21,-,63054,435,10909,10880,1_10848,1_10819,OZ210036,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_6,Xp_GTX0501_6,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 6_1,259917,2102005,5059,5707,0_5007,0_5644,479,17995,1632174,4033,4697,1_4009,1_4667,479,-,1632174,17995,4697,4033,1_4667,1_4009,OZ210036,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_7,Xp_GTX0501_8,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 8_1,47672,1869429,5725,6299,0_5662,0_6233,428,189,1550031,5353,5977,1_5317,1_5937,428,-,1550031,189,5977,5353,1_5937,1_5317,OZ210034,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_8,Xp_GTX0501_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 5_1,509361,2179072,6446,7101,0_6378,0_7030,543,25499,1622648,3329,4020,1_3310,1_3996,543,-,1622648,25499,4020,3329,1_3996,1_3310,OZ210031,Xanthoria_parietina_SAMEA111342678
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_9,Xp_GTX0501_10,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 12_1,182867,1954609,7140,7686,0_7069,0_7610,434,3502,1483508,6574,7141,1_6531,1_7097,434,-,1483508,3502,7141,6574,1_7097,1_6531,OZ210037,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_1,Xc_GTX0491_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 1_1,11199,2634885,1,985,1_0,1_978,733,62435,2885148,2595,3508,0_2568,0_3471,733,-,2885148,62435,3508,2595,0_3471,0_2568,OZ210029,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_10,Xc_GTX0491_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 12_1,3502,1483508,6574,7141,1_6531,1_7097,434,182867,1954609,7140,7686,0_7069,0_7610,434,-,1954609,182867,7686,7140,0_7610,0_7069,OZ210037,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_13,Xc_GTX0491_10,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 15_1,97414,837396,8022,8325,1_7974,1_8275,232,52787,921718,7688,7966,0_7612,0_7889,232,-,921718,52787,7966,7688,0_7889,0_7612,OZ210038,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_14,Xc_GTX0491_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 16_1,21052,800559,8327,8622,1_8277,1_8571,221,1419694,2266873,4734,5012,0_4683,0_4960,221,-,2266873,1419694,5012,4734,0_4960,0_4683,OZ210032,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_16,Xc_GTX0491_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 18_1,3408,545602,8860,9086,1_8807,1_9033,173,110091,666052,9245,9465,0_9162,0_9381,173,-,666052,110091,9465,9245,0_9381,0_9162,OZ210040,Xanthoria_parietina_SAMEA111342678
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_18,Xc_GTX0491_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 20_1,1,401582,9260,9441,1_9206,1_9387,128,57737,703729,8763,8952,0_8682,0_8869,128,-,703729,57737,8952,8763,0_8869,0_8682,OZ210035,Xanthoria_parietina_SAMEA111342678
