genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_15,Xp_GTX0501_27,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 29_1,1087506,1281108,10354,10412,0_10263,0_10320,49,775,175980,10373,10442,1_10314,1_10383,49,+,775,175980,10373,10442,1_10314,1_10383,scaffold_13,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_2,Xp_GTX0501_11,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 13_1,2343680,3631946,2178,2561,0_2156,0_2534,306,33955,1213113,7146,7581,1_7102,1_7534,306,+,33955,1213113,7146,7581,1_7102,1_7534,scaffold_9,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_4,Xp_GTX0501_32,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 34_1,1995970,2275251,4275,4332,0_4230,0_4286,34,2916,122665,10705,10763,1_10645,1_10702,34,+,2916,122665,10705,10763,1_10645,1_10702,scaffold_12,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_5,Xp_GTX0501_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 14_1,9156,1379076,4336,4733,0_4290,0_4682,333,6026,1204894,7583,8016,1_7536,1_7968,333,+,6026,1204894,7583,8016,1_7536,1_7968,scaffold_5,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_7,Xp_GTX0501_34,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 36_1,1878070,1999827,6303,6347,0_6237,0_6281,37,472,121111,10784,10835,1_10723,1_10774,37,+,472,121111,10784,10835,1_10723,1_10774,scaffold_6,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_8,Xp_GTX0501_41,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 41_1,141156,226715,6400,6434,0_6333,0_6367,30,178,93948,11017,11060,1_10955,1_10997,30,+,178,93948,11017,11060,1_10955,1_10997,scaffold_2,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_11,Xc_GTX0491_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 13_1,33955,1213113,7146,7581,1_7102,1_7534,306,2343680,3631946,2178,2561,0_2156,0_2534,306,+,2343680,3631946,2178,2561,0_2156,0_2534,scaffold_9,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_12,Xc_GTX0491_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 14_1,6026,1204894,7583,8016,1_7536,1_7968,333,9156,1379076,4336,4733,0_4290,0_4682,333,+,9156,1379076,4336,4733,0_4290,0_4682,scaffold_5,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_15,Xc_GTX0491_15,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 17_1,35797,601217,8634,8856,1_8582,1_8804,168,113762,793061,10092,10292,0_10003,0_10203,168,+,113762,793061,10092,10292,0_10003,0_10203,scaffold_13,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_15,Xc_GTX0491_15,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 17_1,11789,121234,8623,8663,1_8572,1_8611,31,89554,243457,10083,10121,0_9995,0_10032,31,+,89554,243457,10083,10121,0_9995,0_10032,scaffold_2,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_17,Xc_GTX0491_10,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 19_1,16807,459780,9088,9257,1_9035,1_9203,128,1011370,1658065,7969,8118,0_7892,0_8040,128,+,1011370,1658065,7969,8118,0_7892,0_8040,scaffold_11,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_19,Xc_GTX0491_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 21_1,721,371384,9445,9608,1_9391,1_9554,120,1033541,1494545,9552,9686,0_9468,0_9602,120,+,1033541,1494545,9552,9686,0_9468,0_9602,scaffold_3,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_20,Xc_GTX0491_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 22_1,5369,330849,9613,9749,1_9559,1_9693,99,2450719,2916971,714,840,0_706,0_830,99,+,2450719,2916971,714,840,0_706,0_830,scaffold_1,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_22,Xc_GTX0491_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 24_1,12206,299895,9889,10008,1_9832,1_9951,98,691695,1016081,9853,9961,0_9768,0_9876,98,+,691695,1016081,9853,9961,0_9768,0_9876,scaffold_1,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_24,Xc_GTX0491_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 26_1,1366,269941,10098,10190,1_10041,1_10133,63,36840,328735,9697,9781,0_9613,0_9696,63,+,36840,328735,9697,9781,0_9613,0_9696,scaffold_1,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_25,Xc_GTX0491_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 27_1,11107,146898,10193,10260,1_10136,1_10201,48,1025412,1229341,9966,10024,0_9881,0_9937,48,+,1025412,1229341,9966,10024,0_9881,0_9937,scaffold_1,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_27,Xc_GTX0491_15,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 29_1,775,175980,10373,10442,1_10314,1_10383,49,1087506,1281108,10354,10412,0_10263,0_10320,49,+,1087506,1281108,10354,10412,0_10263,0_10320,scaffold_13,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_28,Xc_GTX0491_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 30_1,490,202810,10445,10531,1_10386,1_10472,69,692209,943915,9468,9551,0_9384,0_9467,69,+,692209,943915,9468,9551,0_9384,0_9467,scaffold_3,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_28,Xc_GTX0491_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 30_1,172076,202810,10522,10531,1_10463,1_10472,10,913308,943915,9538,9551,0_9454,0_9467,10,+,913308,943915,9538,9551,0_9454,0_9467,scaffold_9,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_32,Xc_GTX0491_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 34_1,2916,122665,10705,10763,1_10645,1_10702,34,1995970,2275251,4275,4332,0_4230,0_4286,34,+,1995970,2275251,4275,4332,0_4230,0_4286,scaffold_12,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_34,Xc_GTX0491_7,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 36_1,472,121111,10784,10835,1_10723,1_10774,37,1878070,1999827,6303,6347,0_6237,0_6281,37,+,1878070,1999827,6303,6347,0_6237,0_6281,scaffold_6,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_35,Xc_GTX0491_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 37_1,3658,74145,10840,10867,1_10779,1_10806,21,1549133,1615275,9205,9229,0_9122,0_9146,21,+,1549133,1615275,9205,9229,0_9122,0_9146,scaffold_4,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_4,Xc_GTX0491_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 4_1,47021,1878232,2564,3323,1_2549,1_3304,580,27552,2465821,5,719,0_4,0_711,580,+,27552,2465821,5,719,0_4,0_711,scaffold_1,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_41,Xc_GTX0491_8,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 41_1,178,93948,11017,11060,1_10955,1_10997,30,141156,226715,6400,6434,0_6333,0_6367,30,+,141156,226715,6400,6434,0_6333,0_6367,scaffold_2,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_7,Xc_GTX0491_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 7_1,2290,1554405,4699,5344,1_4668,1_5308,429,2917491,4640737,841,1446,0_831,0_1428,429,+,2917491,4640737,841,1446,0_831,0_1428,scaffold_1,Xanthoria_parietina_SAMEA115359166
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_9,Xc_GTX0491_11,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 10_1,1417598,1481236,6502,6536,1_6460,1_6493,29,181076,242303,8226,8262,0_8148,0_8183,29,+,181076,242303,8226,8262,0_8148,0_8183,scaffold_3,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_10,Xp_GTX0501_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 15_1,241094,1082883,7753,7971,0_7676,0_7894,177,53236,670639,8017,8252,1_7969,1_8203,177,-,670639,53236,8252,8017,1_8203,1_7969,scaffold_11,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_10,Xp_GTX0501_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 15_1,52787,239476,7688,7752,0_7612,0_7675,57,671627,837396,8253,8325,1_8204,1_8275,57,-,837396,671627,8325,8253,1_8275,1_8204,scaffold_6,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_11,Xp_GTX0501_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 11_1,71520,179886,8200,8225,0_8122,0_8147,22,1485539,1564558,6538,6572,1_6495,1_6529,22,-,1564558,1485539,6572,6538,1_6529,1_6495,scaffold_3,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_11,Xp_GTX0501_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 9_1,246274,1916993,8263,8761,0_8184,0_8680,389,44018,1416080,5987,6500,1_5947,1_6458,389,-,1416080,44018,6500,5987,1_6458,1_5947,scaffold_3,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_11,Xp_GTX0501_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 9_1,478636,522700,8348,8362,0_8269,0_8283,13,1149324,1186033,6390,6404,1_6348,1_6362,13,-,1186033,1149324,6404,6390,1_6362,1_6348,scaffold_8,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_18,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 20_1,57737,703729,8763,8952,0_8682,0_8869,129,1,401582,9260,9441,1_9206,1_9387,129,-,401582,1,9441,9260,1_9387,1_9206,scaffold_4,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_21,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 23_1,706242,1079026,8954,9094,0_8871,0_9011,112,390,318815,9750,9886,1_9694,1_9829,112,-,318815,390,9886,9750,1_9829,1_9694,scaffold_4,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_29,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 31_1,1249580,1487121,9121,9184,0_9038,0_9101,49,823,160987,10532,10598,1_10473,1_10538,49,-,160987,823,10598,10532,1_10538,1_10473,scaffold_4,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_33,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 35_1,1179975,1248192,9113,9120,0_9030,0_9037,8,23671,46242,10767,10775,1_10706,1_10714,8,-,46242,23671,10775,10767,1_10714,1_10706,scaffold_4,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_43,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 42_1,1487761,1543230,9185,9204,0_9102,0_9121,14,7584,65884,11063,11086,1_11000,1_11023,14,-,65884,7584,11086,11063,1_11023,1_11000,scaffold_4,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_13,Xp_GTX0501_16,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 18_1,110091,666052,9245,9465,0_9162,0_9381,178,3408,545602,8860,9086,1_8807,1_9033,178,-,545602,3408,9086,8860,1_9033,1_8807,scaffold_3,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_13,Xp_GTX0501_45,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 43_1,50912,103738,9233,9244,0_9150,0_9161,11,133,49737,11096,11114,1_11033,1_11051,11,-,49737,133,11114,11096,1_11051,1_11033,scaffold_3,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_2,Xp_GTX0501_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 2_1,1978922,2229349,2082,2168,0_2061,0_2146,79,406018,644689,1044,1139,1_1037,1_1131,79,-,644689,406018,1139,1044,1_1131,1_1037,scaffold_14,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_2,Xp_GTX0501_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 2_1,47787,1964841,1451,2074,0_1433,0_2053,486,659078,2315836,1147,1789,1_1139,1_1780,486,-,2315836,659078,1789,1147,1_1780,1_1139,scaffold_2,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_2,Xp_GTX0501_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 2_1,47787,95605,1451,1469,0_1433,0_1451,10,2271944,2315836,1775,1789,1_1766,1_1780,10,-,2315836,2271944,1789,1775,1_1780,1_1766,scaffold_6,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_2,Xp_GTX0501_30,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 32_1,3573236,3713309,2542,2591,0_2516,0_2564,40,24915,167940,10602,10656,1_10542,1_10596,40,-,167940,24915,10656,10602,1_10596,1_10542,scaffold_9,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_3,Xp_GTX0501_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 1_1,62435,1476689,2595,3102,0_2568,0_3068,422,1331172,2634885,434,985,1_432,1_978,422,-,2634885,1331172,985,434,1_978,1_432,scaffold_10,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_3,Xp_GTX0501_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 1_1,1275032,2885148,3039,3508,0_3006,0_3471,377,11199,1491349,1,496,1_0,1_492,377,-,1491349,11199,496,1,1_492,1_0,scaffold_7,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_3,Xp_GTX0501_26,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 28_1,2879076,3058248,3506,3559,0_3469,0_3522,31,47691,219218,10306,10369,1_10247,1_10310,31,-,219218,47691,10369,10306,1_10310,1_10247,scaffold_7,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_4,Xp_GTX0501_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 3_1,1131760,1848976,4027,4235,0_3985,0_4190,172,109071,789773,1810,2062,1_1800,1_2051,172,-,789773,109071,2062,1810,1_2051,1_1800,scaffold_12,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_4,Xp_GTX0501_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 3_1,4987,1184350,3560,4037,0_3523,0_3995,388,737580,1931216,2045,2548,1_2034,1_2533,388,-,1931216,737580,2548,2045,1_2533,1_2034,scaffold_1,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_4,Xp_GTX0501_31,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 33_1,1852496,1972139,4236,4274,0_4192,0_4229,32,9434,124393,10663,10702,1_10603,1_10642,32,-,124393,9434,10702,10663,1_10642,1_10603,scaffold_12,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_5,Xp_GTX0501_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 16_1,1419694,2266873,4734,5012,0_4683,0_4960,232,21052,800559,8327,8622,1_8277,1_8571,232,-,800559,21052,8622,8327,1_8571,1_8277,scaffold_5,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_5,Xp_GTX0501_36,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 39_1,195579,217378,4391,4400,0_4345,0_4354,9,94254,116700,10910,10919,1_10849,1_10858,9,-,116700,94254,10919,10910,1_10858,1_10849,scaffold_5,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_6,Xp_GTX0501_36,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 38_1,99373,159965,5019,5042,0_4967,0_4990,18,9838,63054,10884,10909,1_10823,1_10848,18,-,63054,9838,10909,10884,1_10848,1_10823,scaffold_8,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_6,Xp_GTX0501_6,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 6_1,259917,1803862,5059,5621,0_5007,0_5560,435,314343,1632174,4117,4697,1_4092,1_4667,435,-,1632174,314343,4697,4117,1_4667,1_4092,scaffold_8,Xanthoria_parietina_SAMEA115359166
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_7,Xp_GTX0501_8,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 8_1,513517,1869429,5823,6299,0_5757,0_6233,384,189,1333453,5353,5883,1_5317,1_5846,384,-,1333453,189,5883,5353,1_5846,1_5317,scaffold_6,Xanthoria_parietina_SAMEA115359166
