genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2,refChr,refGenome
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_14,Xp_GTX0501_25,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 27_1,1025412,1350395,9966,10059,0_9881,0_9971,80,11107,225419,10193,10300,1_10136,1_10241,80,+,11107,225419,10193,10300,1_10136,1_10241,Xc_GTX0491_14,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_15,Xp_GTX0501_15,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 17_1,89554,793061,10083,10292,0_9995,0_10203,182,11789,601217,8623,8856,1_8572,1_8804,182,+,11789,601217,8623,8856,1_8572,1_8804,Xc_GTX0491_15,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_15,Xp_GTX0501_27,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 29_1,1087506,1281108,10354,10412,0_10263,0_10320,52,775,175980,10373,10442,1_10314,1_10383,52,+,775,175980,10373,10442,1_10314,1_10383,Xc_GTX0491_15,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_2,Xp_GTX0501_11,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 13_1,2343680,3631946,2178,2561,0_2156,0_2534,316,33955,1213113,7146,7581,1_7102,1_7534,316,+,33955,1213113,7146,7581,1_7102,1_7534,Xc_GTX0491_2,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_4,Xp_GTX0501_32,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 34_1,1995970,2275251,4275,4332,0_4230,0_4286,37,2916,122665,10705,10763,1_10645,1_10702,37,+,2916,122665,10705,10763,1_10645,1_10702,Xc_GTX0491_4,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_5,Xp_GTX0501_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 14_1,9156,1379076,4336,4733,0_4290,0_4682,346,6026,1204894,7583,8016,1_7536,1_7968,346,+,6026,1204894,7583,8016,1_7536,1_7968,Xc_GTX0491_5,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_7,Xp_GTX0501_34,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 36_1,1878070,2003993,6303,6348,0_6237,0_6282,39,472,125129,10784,10837,1_10723,1_10776,39,+,472,125129,10784,10837,1_10723,1_10776,Xc_GTX0491_7,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_7,Xp_GTX0501_48,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 44_1,72498,108657,5737,5752,0_5674,0_5686,7,3750,37337,11128,11144,1_11065,1_11078,7,+,3750,37337,11128,11144,1_11065,1_11078,Xc_GTX0491_7,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_8,Xp_GTX0501_39,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 40_1,228491,510312,6436,6446,0_6369,0_6378,6,2160,17777,10998,11005,1_10936,1_10943,6,+,2160,17777,10998,11005,1_10936,1_10943,Xc_GTX0491_8,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_8,Xp_GTX0501_41,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 41_1,141156,226715,6400,6434,0_6333,0_6367,32,178,93948,11017,11060,1_10955,1_10997,32,+,178,93948,11017,11060,1_10955,1_10997,Xc_GTX0491_8,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_11,Xc_GTX0491_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 13_1,33955,1213113,7146,7581,1_7102,1_7534,316,2343680,3631946,2178,2561,0_2156,0_2534,316,+,2343680,3631946,2178,2561,0_2156,0_2534,Xc_GTX0491_2,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_12,Xc_GTX0491_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 14_1,6026,1204894,7583,8016,1_7536,1_7968,346,9156,1379076,4336,4733,0_4290,0_4682,346,+,9156,1379076,4336,4733,0_4290,0_4682,Xc_GTX0491_5,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_15,Xc_GTX0491_15,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 17_1,11789,601217,8623,8856,1_8572,1_8804,182,89554,793061,10083,10292,0_9995,0_10203,182,+,89554,793061,10083,10292,0_9995,0_10203,Xc_GTX0491_15,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_17,Xc_GTX0491_10,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 19_1,16807,459780,9088,9257,1_9035,1_9203,131,1011370,1658065,7969,8118,0_7892,0_8040,131,+,1011370,1658065,7969,8118,0_7892,0_8040,Xc_GTX0491_10,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_19,Xc_GTX0491_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 21_1,721,371384,9445,9608,1_9391,1_9554,122,1033541,1494545,9552,9686,0_9468,0_9602,122,+,1033541,1494545,9552,9686,0_9468,0_9602,Xc_GTX0491_13,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_20,Xc_GTX0491_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 22_1,1158,330849,9611,9749,1_9557,1_9693,105,2446397,2916971,713,840,0_705,0_830,105,+,2446397,2916971,713,840,0_705,0_830,Xc_GTX0491_1,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_22,Xc_GTX0491_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 24_1,12206,300794,9889,10009,1_9832,1_9952,102,691695,1017096,9853,9962,0_9768,0_9877,102,+,691695,1017096,9853,9962,0_9768,0_9877,Xc_GTX0491_14,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_24,Xc_GTX0491_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 26_1,1366,269941,10098,10190,1_10041,1_10133,65,36840,328735,9697,9781,0_9613,0_9696,65,+,36840,328735,9697,9781,0_9613,0_9696,Xc_GTX0491_14,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_25,Xc_GTX0491_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 27_1,11107,225419,10193,10300,1_10136,1_10241,80,1025412,1350395,9966,10059,0_9881,0_9971,80,+,1025412,1350395,9966,10059,0_9881,0_9971,Xc_GTX0491_14,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_27,Xc_GTX0491_15,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 29_1,775,175980,10373,10442,1_10314,1_10383,52,1087506,1281108,10354,10412,0_10263,0_10320,52,+,1087506,1281108,10354,10412,0_10263,0_10320,Xc_GTX0491_15,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_28,Xc_GTX0491_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 30_1,490,202810,10445,10531,1_10386,1_10472,70,692209,943915,9468,9551,0_9384,0_9467,70,+,692209,943915,9468,9551,0_9384,0_9467,Xc_GTX0491_13,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_32,Xc_GTX0491_4,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 34_1,2916,122665,10705,10763,1_10645,1_10702,37,1995970,2275251,4275,4332,0_4230,0_4286,37,+,1995970,2275251,4275,4332,0_4230,0_4286,Xc_GTX0491_4,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_34,Xc_GTX0491_7,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 36_1,472,125129,10784,10837,1_10723,1_10776,39,1878070,2003993,6303,6348,0_6237,0_6282,39,+,1878070,2003993,6303,6348,0_6237,0_6282,Xc_GTX0491_7,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_35,Xc_GTX0491_12,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 37_1,3658,74145,10840,10867,1_10779,1_10806,21,1549133,1615275,9205,9229,0_9122,0_9146,21,+,1549133,1615275,9205,9229,0_9122,0_9146,Xc_GTX0491_12,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_39,Xc_GTX0491_8,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 40_1,2160,17777,10998,11005,1_10936,1_10943,6,228491,510312,6436,6446,0_6369,0_6378,6,+,228491,510312,6436,6446,0_6369,0_6378,Xc_GTX0491_8,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_4,Xc_GTX0491_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 4_1,47021,1878232,2564,3323,1_2549,1_3304,602,27552,2465821,5,719,0_4,0_711,602,+,27552,2465821,5,719,0_4,0_711,Xc_GTX0491_1,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_41,Xc_GTX0491_8,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 41_1,178,93948,11017,11060,1_10955,1_10997,32,141156,226715,6400,6434,0_6333,0_6367,32,+,141156,226715,6400,6434,0_6333,0_6367,Xc_GTX0491_8,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_48,Xc_GTX0491_7,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 44_1,3750,37337,11128,11144,1_11065,1_11078,7,72498,108657,5737,5752,0_5674,0_5686,7,+,72498,108657,5737,5752,0_5674,0_5686,Xc_GTX0491_7,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_7,Xc_GTX0491_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 7_1,2290,1554405,4699,5344,1_4668,1_5308,527,2917491,4640737,841,1446,0_831,0_1428,527,+,2917491,4640737,841,1446,0_831,0_1428,Xc_GTX0491_1,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_9,Xc_GTX0491_11,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 10_1,1417598,1481236,6502,6536,1_6460,1_6493,30,181076,242303,8226,8262,0_8148,0_8183,30,+,181076,242303,8226,8262,0_8148,0_8183,Xc_GTX0491_11,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_10,Xp_GTX0501_13,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 15_1,52787,1082883,7688,7971,0_7612,0_7894,243,53236,837396,8017,8325,1_7969,1_8275,243,-,837396,53236,8325,8017,1_8275,1_7969,Xc_GTX0491_10,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_10,Xp_GTX0501_23,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 25_1,1660430,1920907,8119,8199,0_8041,0_8121,62,65417,277993,10011,10095,1_9954,1_10038,62,-,277993,65417,10095,10011,1_10038,1_9954,Xc_GTX0491_10,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_11,Xp_GTX0501_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 11_1,71520,179886,8200,8225,0_8122,0_8147,22,1485539,1564558,6538,6572,1_6495,1_6529,22,-,1564558,1485539,6572,6538,1_6529,1_6495,Xc_GTX0491_11,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_11,Xp_GTX0501_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 9_1,246274,1916993,8263,8761,0_8184,0_8680,409,44018,1416080,5987,6500,1_5947,1_6458,409,-,1416080,44018,6500,5987,1_6458,1_5947,Xc_GTX0491_11,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_18,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 20_1,57737,703729,8763,8952,0_8682,0_8869,135,1,401582,9260,9441,1_9206,1_9387,135,-,401582,1,9441,9260,1_9387,1_9206,Xc_GTX0491_12,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_21,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 23_1,704784,1079026,8953,9094,0_8870,0_9011,115,390,319938,9750,9887,1_9694,1_9830,115,-,319938,390,9887,9750,1_9830,1_9694,Xc_GTX0491_12,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_29,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 31_1,1249580,1487121,9121,9184,0_9038,0_9101,50,823,160987,10532,10598,1_10473,1_10538,50,-,160987,823,10598,10532,1_10538,1_10473,Xc_GTX0491_12,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_33,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 35_1,1179975,1248192,9113,9120,0_9030,0_9037,8,23671,46242,10767,10775,1_10706,1_10714,8,-,46242,23671,10775,10767,1_10714,1_10706,Xc_GTX0491_12,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_12,Xp_GTX0501_43,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 42_1,1487761,1543230,9185,9204,0_9102,0_9121,14,7584,65884,11063,11086,1_11000,1_11023,14,-,65884,7584,11086,11063,1_11023,1_11000,Xc_GTX0491_12,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_13,Xp_GTX0501_16,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 18_1,110091,666052,9245,9465,0_9162,0_9381,184,3408,545602,8860,9086,1_8807,1_9033,184,-,545602,3408,9086,8860,1_9033,1_8807,Xc_GTX0491_13,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_13,Xp_GTX0501_45,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 43_1,50912,103738,9233,9244,0_9150,0_9161,12,133,49737,11096,11114,1_11033,1_11051,12,-,49737,133,11114,11096,1_11051,1_11033,Xc_GTX0491_13,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_2,Xp_GTX0501_2,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 2_1,47787,2236611,1451,2170,0_1433,0_2148,600,399739,2315836,1042,1789,1_1035,1_1780,600,-,2315836,399739,1789,1042,1_1780,1_1035,Xc_GTX0491_2,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_2,Xp_GTX0501_30,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 32_1,3573236,3714349,2542,2592,0_2516,0_2565,41,23915,167940,10601,10656,1_10541,1_10596,41,-,167940,23915,10656,10601,1_10596,1_10541,Xc_GTX0491_2,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_3,Xp_GTX0501_1,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 1_1,59496,2885148,2594,3508,0_2567,0_3471,782,11199,2639094,1,987,1_0,1_980,782,-,2639094,11199,987,1,1_980,1_0,Xc_GTX0491_3,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_3,Xp_GTX0501_26,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 28_1,2879076,3058248,3506,3559,0_3469,0_3522,41,47691,219218,10306,10369,1_10247,1_10310,41,-,219218,47691,10369,10306,1_10310,1_10247,Xc_GTX0491_3,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_4,Xp_GTX0501_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 3_1,4987,1848976,3560,4235,0_3523,0_4190,581,109071,1931216,1810,2548,1_1800,1_2533,581,-,1931216,109071,2548,1810,1_2533,1_1800,Xc_GTX0491_4,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_4,Xp_GTX0501_31,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 33_1,1852496,1972139,4236,4274,0_4192,0_4229,33,9434,124393,10663,10702,1_10603,1_10642,33,-,124393,9434,10702,10663,1_10642,1_10603,Xc_GTX0491_4,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_5,Xp_GTX0501_14,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 16_1,1419694,2266873,4734,5012,0_4683,0_4960,240,21052,800559,8327,8622,1_8277,1_8571,240,-,800559,21052,8622,8327,1_8571,1_8277,Xc_GTX0491_5,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_5,Xp_GTX0501_36,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 39_1,195579,217378,4391,4400,0_4345,0_4354,9,94254,116700,10910,10919,1_10849,1_10858,9,-,116700,94254,10919,10910,1_10858,1_10849,Xc_GTX0491_5,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_6,Xp_GTX0501_36,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 38_1,99373,168979,5019,5045,0_4967,0_4993,22,435,63054,10880,10909,1_10819,1_10848,22,-,63054,435,10909,10880,1_10848,1_10819,Xc_GTX0491_6,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_6,Xp_GTX0501_6,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 6_1,259917,2102005,5059,5707,0_5007,0_5644,522,17995,1632174,4033,4697,1_4009,1_4667,522,-,1632174,17995,4697,4033,1_4667,1_4009,Xc_GTX0491_6,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_7,Xp_GTX0501_8,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 8_1,47672,1869429,5725,6299,0_5662,0_6233,461,189,1550031,5353,5977,1_5317,1_5937,461,-,1550031,189,5977,5353,1_5937,1_5317,Xc_GTX0491_7,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_8,Xp_GTX0501_5,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 5_1,509361,2179072,6446,7101,0_6378,0_7030,573,25499,1622648,3329,4020,1_3310,1_3996,573,-,1622648,25499,4020,3329,1_3996,1_3310,Xc_GTX0491_8,Xanthoria_calcicola_GTX0491
Xanthoria_calcicola_GTX0491,Xanthoria_parietina_GTX0501,Xc_GTX0491_9,Xp_GTX0501_10,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 12_1,182867,1956046,7140,7687,0_7069,0_7611,467,2001,1483508,6573,7141,1_6530,1_7097,467,-,1483508,2001,7141,6573,1_7097,1_6530,Xc_GTX0491_9,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_1,Xc_GTX0491_3,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 1_1,11199,2639094,1,987,1_0,1_980,782,59496,2885148,2594,3508,0_2567,0_3471,782,-,2885148,59496,3508,2594,0_3471,0_2567,Xc_GTX0491_3,Xanthoria_calcicola_GTX0491
Xanthoria_parietina_GTX0501,Xanthoria_calcicola_GTX0491,Xp_GTX0501_10,Xc_GTX0491_9,Xanthoria_parietina_GTX0501_vs_Xanthoria_calcicola_GTX0491: 12_1,2001,1483508,6573,7141,1_6530,1_7097,467,182867,1956046,7140,7687,0_7069,0_7611,467,-,1956046,182867,7687,7140,0_7611,0_7069,Xc_GTX0491_9,Xanthoria_calcicola_GTX0491
